drug_id,drug_name,gene_symbol,target_chembl,action_type
CHEMBL1685,DEZOCINE,OPRK1,CHEMBL237,ANTAGONIST
CHEMBL1200543,ANILERIDINE PHOSPHATE,OPRK1,CHEMBL237,AGONIST
CHEMBL1201047,ANILERIDINE HYDROCHLORIDE,OPRK1,CHEMBL237,AGONIST
CHEMBL511142,BUPRENORPHINE,OPRK1,CHEMBL237,AGONIST
CHEMBL2368861,BUPRENORPHINE HYDROCHLORIDE,OPRK1,CHEMBL237,AGONIST
CHEMBL299400,BUTORPHANOL TARTRATE,OPRK1,CHEMBL237,PARTIAL AGONIST
CHEMBL2062276,LEVALLORPHAN TARTRATE,OPRK1,CHEMBL237,PARTIAL AGONIST
CHEMBL1201037,EFLORNITHINE HYDROCHLORIDE,ODC1,CHEMBL1869,INHIBITOR
CHEMBL1200585,OXYMETHOLONE,AR,CHEMBL1871,AGONIST
CHEMBL806,FLUTAMIDE,AR,CHEMBL1871,ANTAGONIST
CHEMBL1274,NILUTAMIDE,AR,CHEMBL1871,ANTAGONIST
CHEMBL1201048,DROMOSTANOLONE PROPIONATE,AR,CHEMBL1871,AGONIST
CHEMBL409,BICALUTAMIDE,AR,CHEMBL1871,ANTAGONIST
CHEMBL1395,METHYLTESTOSTERONE,AR,CHEMBL1871,AGONIST
CHEMBL1200623,ETHYLESTRENOL,AR,CHEMBL1871,AGONIST
CHEMBL2079587,STANOZOLOL,AR,CHEMBL1871,AGONIST
CHEMBL1170,TESTOSTERONE PROPIONATE,AR,CHEMBL1871,AGONIST
CHEMBL1200335,TESTOSTERONE ENANTHATE,AR,CHEMBL1871,AGONIST
CHEMBL1200946,NANDROLONE DECANOATE,AR,CHEMBL1871,AGONIST
CHEMBL1200436,OXANDROLONE,AR,CHEMBL1871,AGONIST
CHEMBL1201101,TESTOSTERONE CYPIONATE,AR,CHEMBL1871,AGONIST
CHEMBL386630,TESTOSTERONE,AR,CHEMBL1871,AGONIST
CHEMBL1445,FLUOXYMESTERONE,AR,CHEMBL1871,AGONIST
CHEMBL1082407,ENZALUTAMIDE,AR,CHEMBL1871,ANTAGONIST
CHEMBL1200412,NANDROLONE PHENPROPIONATE,AR,CHEMBL1871,AGONIST
CHEMBL1479,DANAZOL,AR,CHEMBL1871,AGONIST
CHEMBL1516474,TEGASEROD MALEATE,HTR4,CHEMBL1875,PARTIAL AGONIST
CHEMBL1200788,CISAPRIDE MONOHYDRATE,HTR4,CHEMBL1875,AGONIST
CHEMBL1200940,METOCLOPRAMIDE HYDROCHLORIDE,HTR4,CHEMBL1875,AGONIST
CHEMBL1084172,VILANTEROL TRIFENATATE,ADRB2,CHEMBL210,AGONIST
CHEMBL714,ALBUTEROL,ADRB2,CHEMBL210,AGONIST
CHEMBL1200444,PIRBUTEROL ACETATE,ADRB2,CHEMBL210,AGONIST
CHEMBL1200893,PROTOKYLOL HYDROCHLORIDE,ADRB2,CHEMBL210,AGONIST
CHEMBL1201061,LEVALBUTEROL HYDROCHLORIDE,ADRB2,CHEMBL210,AGONIST
CHEMBL1951071,ARFORMOTEROL TARTRATE,ADRB2,CHEMBL210,AGONIST
CHEMBL1200405,BITOLTEROL MESYLATE,ADRB2,CHEMBL210,AGONIST
CHEMBL1082607,SALMETEROL XINAFOATE,ADRB2,CHEMBL210,AGONIST
CHEMBL1367605,RITODRINE HYDROCHLORIDE,ADRB2,CHEMBL210,AGONIST
CHEMBL1789842,INDACATEROL MALEATE,ADRB2,CHEMBL210,AGONIST
CHEMBL1315867,TERBUTALINE SULFATE,ADRB2,CHEMBL210,AGONIST
CHEMBL3989693,LEVALBUTEROL TARTRATE,ADRB2,CHEMBL210,AGONIST
CHEMBL3989798,FORMOTEROL FUMARATE,ADRB2,CHEMBL210,AGONIST
CHEMBL1568057,METAPROTERENOL SULFATE,ADRB2,CHEMBL210,AGONIST
CHEMBL1441059,ALBUTEROL SULFATE,ADRB2,CHEMBL210,AGONIST
CHEMBL1201153,ISOETHARINE MESYLATE,ADRB2,CHEMBL210,AGONIST
CHEMBL1200947,METIPRANOLOL HYDROCHLORIDE,ADRB2,CHEMBL210,ANTAGONIST
CHEMBL521606,NADOLOL,ADRB2,CHEMBL210,ANTAGONIST
CHEMBL1201731,NEBIVOLOL HYDROCHLORIDE,ADRB2,CHEMBL210,ANTAGONIST
CHEMBL1200745,OXPRENOLOL HYDROCHLORIDE,ADRB2,CHEMBL210,ANTAGONIST
CHEMBL2361370,PENBUTOLOL SULFATE,ADRB2,CHEMBL210,ANTAGONIST
CHEMBL1201063,PROPAFENONE HYDROCHLORIDE,ADRB2,CHEMBL210,ANTAGONIST
CHEMBL1671,PROPRANOLOL HYDROCHLORIDE,ADRB2,CHEMBL210,ANTAGONIST
CHEMBL500,PINDOLOL,ADRB2,CHEMBL210,PARTIAL AGONIST
CHEMBL1700,SOTALOL HYDROCHLORIDE,ADRB2,CHEMBL210,ANTAGONIST
CHEMBL1200920,ISOETHARINE HYDROCHLORIDE,ADRB2,CHEMBL210,AGONIST
CHEMBL1201177,LEVOBUNOLOL HYDROCHLORIDE,ADRB2,CHEMBL210,ANTAGONIST
CHEMBL1200870,TIMOLOL MALEATE,ADRB2,CHEMBL210,ANTAGONIST
CHEMBL499,TIMOLOL,ADRB2,CHEMBL210,ANTAGONIST
CHEMBL1200418,DOBUTAMINE HYDROCHLORIDE,ADRB2,CHEMBL210,AGONIST
CHEMBL1201115,ESMOLOL HYDROCHLORIDE,ADRB2,CHEMBL210,ANTAGONIST
CHEMBL1695,TIAGABINE HYDROCHLORIDE,SLC6A1,CHEMBL1903,INHIBITOR
CHEMBL1670,MITOTANE,CYP11B1,CHEMBL1908,INHIBITOR
CHEMBL1201587,ALEMTUZUMAB,CD52,CHEMBL1912,INHIBITOR
CHEMBL1471,APREPITANT,TACR1,CHEMBL249,ANTAGONIST
CHEMBL1201782,FOSAPREPITANT DIMEGLUMINE,TACR1,CHEMBL249,ANTAGONIST
CHEMBL231779,APIXABAN,F10,CHEMBL244,INHIBITOR
CHEMBL198362,RIVAROXABAN,F10,CHEMBL244,INHIBITOR
CHEMBL1518,PROPYLTHIOURACIL,DIO1,CHEMBL2019,INHIBITOR
CHEMBL1138,EZETIMIBE,NPC1L1,CHEMBL2027,INHIBITOR
CHEMBL771,CYCLOSERINE,alr,CHEMBL2031,INHIBITOR
CHEMBL2096642,INAMRINONE LACTATE,PDE3A,CHEMBL241,INHIBITOR
CHEMBL799,CILOSTAZOL,PDE3A,CHEMBL241,INHIBITOR
CHEMBL1200977,MILRINONE LACTATE,PDE3A,CHEMBL241,INHIBITOR
CHEMBL1752,DYPHYLLINE,PDE3A,CHEMBL241,INHIBITOR
CHEMBL89598,VIGABATRIN,ABAT,CHEMBL2044,INHIBITOR
CHEMBL1201573,OPRELVEKIN,IL11RA,CHEMBL2050,AGONIST
CHEMBL264241,ANIDULAFUNGIN,GSC1,CHEMBL2364673,INHIBITOR
CHEMBL5314378,CASPOFUNGIN ACETATE,GSC1,CHEMBL2364673,INHIBITOR
CHEMBL1237070,MICAFUNGIN SODIUM,GSC1,CHEMBL2364673,INHIBITOR
CHEMBL496,HEXACHLOROPHENE,fabI,CHEMBL2364678,INHIBITOR
CHEMBL849,TRICLOSAN,fabI,CHEMBL2364678,INHIBITOR
CHEMBL1742990,BELATACEPT,CD86,CHEMBL2364156,INHIBITOR
CHEMBL1201823,ABATACEPT,CD86,CHEMBL2364156,INHIBITOR
CHEMBL1201823,ABATACEPT,CD80,CHEMBL2364157,INHIBITOR
CHEMBL1742990,BELATACEPT,CD80,CHEMBL2364157,INHIBITOR
CHEMBL1789843,BELIMUMAB,TNFSF13B,CHEMBL2364158,INHIBITOR
CHEMBL2108035,INCOBOTULINUMTOXINA,SNAP25,CHEMBL2364159,INHIBITOR
CHEMBL2108570,ABOBOTULINUMTOXINA,SNAP25,CHEMBL2364159,INHIBITOR
CHEMBL1201574,ONABOTULINUMTOXINA,SNAP25,CHEMBL2364159,INHIBITOR
CHEMBL1201569,RIMABOTULINUMTOXINB,VAMP2,CHEMBL2364160,INHIBITOR
CHEMBL1742994,BRENTUXIMAB VEDOTIN,TNFRSF8,CHEMBL2364161,BINDING AGENT
CHEMBL1237023,DENOSUMAB,TNFSF11,CHEMBL2364162,INHIBITOR
CHEMBL1201828,ECULIZUMAB,C5,CHEMBL2364163,INHIBITOR
CHEMBL1789844,IPILIMUMAB,CTLA4,CHEMBL2364164,INHIBITOR
CHEMBL1201586,PALIVIZUMAB,F,CHEMBL2364165,INHIBITOR
CHEMBL1282,IMIQUIMOD,TLR7,CHEMBL5936,AGONIST
CHEMBL1690,HYDROXYCHLOROQUINE SULFATE,TLR7,CHEMBL5936,ANTAGONIST
CHEMBL104,CLOTRIMAZOLE,ERG11,CHEMBL1780,INHIBITOR
CHEMBL1201049,ECONAZOLE NITRATE,ERG11,CHEMBL1780,INHIBITOR
CHEMBL638,VORICONAZOLE,ERG11,CHEMBL1780,INHIBITOR
CHEMBL157101,KETOCONAZOLE,ERG11,CHEMBL1780,INHIBITOR
CHEMBL91,MICONAZOLE,ERG11,CHEMBL1780,INHIBITOR
CHEMBL64391,ITRACONAZOLE,ERG11,CHEMBL1780,INHIBITOR
CHEMBL1714574,TERCONAZOLE,ERG11,CHEMBL1780,INHIBITOR
CHEMBL1559,MICONAZOLE NITRATE,ERG11,CHEMBL1780,INHIBITOR
CHEMBL106,FLUCONAZOLE,ERG11,CHEMBL1780,INHIBITOR
CHEMBL1200348,SULCONAZOLE NITRATE,ERG11,CHEMBL1780,INHIBITOR
CHEMBL1200438,TIOCONAZOLE,ERG11,CHEMBL1780,INHIBITOR
CHEMBL1397,POSACONAZOLE,ERG11,CHEMBL1780,INHIBITOR
CHEMBL1200725,SERTACONAZOLE NITRATE,ERG11,CHEMBL1780,INHIBITOR
CHEMBL1200398,BUTOCONAZOLE NITRATE,ERG11,CHEMBL1780,INHIBITOR
CHEMBL1200836,OXICONAZOLE NITRATE,ERG11,CHEMBL1780,INHIBITOR
CHEMBL122,ROFECOXIB,PTGS2,CHEMBL230,INHIBITOR
CHEMBL1316,CARPROFEN,PTGS2,CHEMBL230,INHIBITOR
CHEMBL599,MELOXICAM,PTGS2,CHEMBL230,INHIBITOR
CHEMBL1070,NABUMETONE,PTGS2,CHEMBL230,INHIBITOR
CHEMBL865,VALDECOXIB,PTGS2,CHEMBL230,INHIBITOR
CHEMBL118,CELECOXIB,PTGS2,CHEMBL230,INHIBITOR
CHEMBL622,ETODOLAC,PTGS2,CHEMBL230,INHIBITOR
CHEMBL2218896,NABILONE,CNR1,CHEMBL218,AGONIST
CHEMBL465,DRONABINOL,CNR1,CHEMBL218,AGONIST
CHEMBL1668,RESCINNAMINE,SLC18A2,CHEMBL1893,INHIBITOR
CHEMBL772,RESERPINE,SLC18A2,CHEMBL1893,INHIBITOR
CHEMBL1200515,DESERPIDINE,SLC18A2,CHEMBL1893,INHIBITOR
CHEMBL117785,TETRABENAZINE,SLC18A2,CHEMBL1893,INHIBITOR
CHEMBL3989844,DEXTROAMPHETAMINE SACCHARATE,SLC18A2,CHEMBL1893,INHIBITOR
CHEMBL3544971,DEXTROAMPHETAMINE SULFATE,SLC18A2,CHEMBL1893,INHIBITOR
CHEMBL3544906,BENZPHETAMINE HYDROCHLORIDE,SLC18A2,CHEMBL1893,INHIBITOR
CHEMBL1200782,DEXTROAMPHETAMINE ADIPATE,SLC18A2,CHEMBL1893,INHIBITOR
CHEMBL612,DEXTROAMPHETAMINE,SLC18A2,CHEMBL1893,INHIBITOR
CHEMBL1201178,LISDEXAMFETAMINE DIMESYLATE,SLC18A2,CHEMBL1893,INHIBITOR
CHEMBL98,VORINOSTAT,HDAC2,CHEMBL1937,INHIBITOR
CHEMBL282042,SAQUINAVIR MESYLATE,pol,CHEMBL243,INHIBITOR
CHEMBL163,RITONAVIR,pol,CHEMBL243,INHIBITOR
CHEMBL1205,NELFINAVIR MESYLATE,pol,CHEMBL243,INHIBITOR
CHEMBL116,AMPRENAVIR,pol,CHEMBL243,INHIBITOR
CHEMBL1200734,FOSAMPRENAVIR CALCIUM,pol,CHEMBL243,INHIBITOR
CHEMBL114,SAQUINAVIR,pol,CHEMBL243,INHIBITOR
CHEMBL729,LOPINAVIR,pol,CHEMBL243,INHIBITOR
CHEMBL222559,TIPRANAVIR,pol,CHEMBL243,INHIBITOR
CHEMBL1201127,DARUNAVIR ETHANOLATE,pol,CHEMBL243,INHIBITOR
CHEMBL1735,INDINAVIR SULFATE,pol,CHEMBL243,INHIBITOR
CHEMBL1200678,ATAZANAVIR SULFATE,pol,CHEMBL243,INHIBITOR
CHEMBL1083385,CLOPIDOGREL BISULFATE,P2RY12,CHEMBL2001,ANTAGONIST
CHEMBL1717,TICLOPIDINE HYDROCHLORIDE,P2RY12,CHEMBL2001,ANTAGONIST
CHEMBL398435,TICAGRELOR,P2RY12,CHEMBL2001,NEGATIVE ALLOSTERIC MODULATOR
CHEMBL1201773,PRASUGREL HYDROCHLORIDE,P2RY12,CHEMBL2001,ANTAGONIST
CHEMBL1200803,SOLIFENACIN SUCCINATE,CHRM2,CHEMBL211,ANTAGONIST
CHEMBL1240,PROPANTHELINE BROMIDE,CHRM2,CHEMBL211,ANTAGONIST
CHEMBL1768,BETHANECHOL CHLORIDE,CHRM2,CHEMBL211,AGONIST
CHEMBL1201765,FESOTERODINE FUMARATE,CHRM2,CHEMBL211,ANTAGONIST
CHEMBL1200935,DARIFENACIN HYDROBROMIDE,CHRM2,CHEMBL211,ANTAGONIST
CHEMBL517712,ATROPINE,CHRM2,CHEMBL211,ANTAGONIST
CHEMBL2146146,ATROPINE SULFATE,CHRM2,CHEMBL211,ANTAGONIST
CHEMBL3084748,TROSPIUM CHLORIDE,CHRM2,CHEMBL211,ANTAGONIST
CHEMBL1231,OXYBUTYNIN,CHRM2,CHEMBL211,ANTAGONIST
CHEMBL1133,OXYBUTYNIN CHLORIDE,CHRM2,CHEMBL211,ANTAGONIST
CHEMBL1722209,TOLTERODINE TARTRATE,CHRM2,CHEMBL211,ANTAGONIST
CHEMBL1946170,REGORAFENIB,RET,CHEMBL2041,INHIBITOR
CHEMBL1200485,SORAFENIB TOSYLATE,RET,CHEMBL2041,INHIBITOR
CHEMBL1567,SUNITINIB MALATE,RET,CHEMBL2041,INHIBITOR
CHEMBL24828,VANDETANIB,RET,CHEMBL2041,INHIBITOR
CHEMBL2108667,YTTRIUM Y 90 IBRITUMOMAB TIUXETAN,MS4A1,CHEMBL2058,BINDING AGENT
CHEMBL1201576,RITUXIMAB,MS4A1,CHEMBL2058,BINDING AGENT
CHEMBL1201836,OFATUMUMAB,MS4A1,CHEMBL2058,BINDING AGENT
CHEMBL1201604,TOSITUMOMAB,MS4A1,CHEMBL2058,BINDING AGENT
CHEMBL1201733,PAZOPANIB HYDROCHLORIDE,ITK,CHEMBL2959,INHIBITOR
CHEMBL6067487,IVERMECTIN,GluClX,CHEMBL2363051,MODULATOR
CHEMBL1690,HYDROXYCHLOROQUINE SULFATE,TLR9,CHEMBL5804,ANTAGONIST
CHEMBL437,SULFATHIAZOLE,folP,CHEMBL2364668,INHIBITOR
CHEMBL1382627,"SULFADIAZINE, SILVER",folP,CHEMBL2364668,INHIBITOR
CHEMBL446,SULFAMETHAZINE,folP,CHEMBL2364668,INHIBITOR
CHEMBL21,SULFANILAMIDE,folP,CHEMBL2364668,INHIBITOR
CHEMBL1525826,SULFALENE,folP,CHEMBL2364668,INHIBITOR
CHEMBL1201161,MAFENIDE ACETATE,folP,CHEMBL2364668,INHIBITOR
CHEMBL1200910,SULFISOXAZOLE ACETYL,folP,CHEMBL2364668,INHIBITOR
CHEMBL1723241,SULFACETAMIDE SODIUM,folP,CHEMBL2364668,INHIBITOR
CHEMBL443,SULFAMETHOXAZOLE,folP,CHEMBL2364668,INHIBITOR
CHEMBL1200321,SULFISOXAZOLE DIOLAMINE,folP,CHEMBL2364668,INHIBITOR
CHEMBL1109,SULFAPHENAZOLE,folP,CHEMBL2364668,INHIBITOR
CHEMBL1200351,SULFADIAZINE SODIUM,folP,CHEMBL2364668,INHIBITOR
CHEMBL438,SULFAMERAZINE,folP,CHEMBL2364668,INHIBITOR
CHEMBL453,SULFISOXAZOLE,folP,CHEMBL2364668,INHIBITOR
CHEMBL700,SULFAPYRIDINE,folP,CHEMBL2364668,INHIBITOR
CHEMBL439,SULFADIAZINE,folP,CHEMBL2364668,INHIBITOR
CHEMBL1200359,SULFAMETER,folP,CHEMBL2364668,INHIBITOR
CHEMBL455,SULFACETAMIDE,folP,CHEMBL2364668,INHIBITOR
CHEMBL1191,SULFAMETHIZOLE,folP,CHEMBL2364668,INHIBITOR
CHEMBL22,TRIMETHOPRIM,folA,CHEMBL2364669,INHIBITOR
CHEMBL2110367,TRIMETHOPRIM SULFATE,folA,CHEMBL2364669,INHIBITOR
CHEMBL1201080,TRIMETHOPRIM HYDROCHLORIDE,folA,CHEMBL2364669,INHIBITOR
CHEMBL1003,CLAVULANATE POTASSIUM,bla,CHEMBL2364670,INHIBITOR
CHEMBL1439,TAZOBACTAM SODIUM,bla,CHEMBL2364670,INHIBITOR
CHEMBL1200944,SULBACTAM SODIUM,bla,CHEMBL2364670,INHIBITOR
CHEMBL530,AMDINOCILLIN,mrdA,CHEMBL2354313,INHIBITOR
CHEMBL1525,PERMETHRIN,vssc,CHEMBL2362985,BLOCKER
CHEMBL608,PROBUCOL,ABCA1,CHEMBL2362986,INHIBITOR
CHEMBL525076,ENFUVIRTIDE,env,CHEMBL2362987,INHIBITOR
CHEMBL1200468,MALATHION,Ace1,CHEMBL2362988,INHIBITOR
CHEMBL1607,TOPOTECAN HYDROCHLORIDE,TOP1,CHEMBL1781,INHIBITOR
CHEMBL1201780,CARGLUMIC ACID,CPS1,CHEMBL2362990,POSITIVE ALLOSTERIC MODULATOR
CHEMBL1542,AZATHIOPRINE,PPAT,CHEMBL2362992,INHIBITOR
CHEMBL1200751,MERCAPTOPURINE,PPAT,CHEMBL2362992,INHIBITOR
CHEMBL1200400,AZATHIOPRINE SODIUM,PPAT,CHEMBL2362992,INHIBITOR
CHEMBL1043,DAPSONE,folP1,CHEMBL2362993,INHIBITOR
CHEMBL1200580,SULFOXONE SODIUM,folP1,CHEMBL2362993,INHIBITOR
CHEMBL1237022,TOCILIZUMAB,IL6R,CHEMBL2364155,INHIBITOR
CHEMBL5314362,ENTECAVIR,P,CHEMBL2362994,INHIBITOR
CHEMBL922,ADEFOVIR DIPIVOXIL,P,CHEMBL2362994,INHIBITOR
CHEMBL374731,TELBIVUDINE,P,CHEMBL2362994,INHIBITOR
CHEMBL141,LAMIVUDINE,P,CHEMBL2362994,INHIBITOR
CHEMBL1200733,DESFLURANE,KCNK10,CHEMBL2331041,OPENER
CHEMBL1200694,SEVOFLURANE,KCNK10,CHEMBL2331041,OPENER
CHEMBL931,HALOTHANE,KCNK10,CHEMBL2331041,OPENER
CHEMBL1256,ISOFLURANE,KCNK10,CHEMBL2331041,OPENER
CHEMBL1257,ENFLURANE,KCNK10,CHEMBL2331041,OPENER
CHEMBL1200733,DESFLURANE,KCNK18,CHEMBL2331042,OPENER
CHEMBL1200694,SEVOFLURANE,KCNK18,CHEMBL2331042,OPENER
CHEMBL931,HALOTHANE,KCNK18,CHEMBL2331042,OPENER
CHEMBL1256,ISOFLURANE,KCNK18,CHEMBL2331042,OPENER
CHEMBL1257,ENFLURANE,KCNK18,CHEMBL2331042,OPENER
CHEMBL42,CLOZAPINE,DRD2,CHEMBL217,ANTAGONIST
CHEMBL2358147,CARPHENAZINE MALEATE,DRD2,CHEMBL217,ANTAGONIST
CHEMBL85,RISPERIDONE,DRD2,CHEMBL217,ANTAGONIST
CHEMBL1615372,LURASIDONE HYDROCHLORIDE,DRD2,CHEMBL217,ANTAGONIST
CHEMBL3188993,QUETIAPINE FUMARATE,DRD2,CHEMBL217,ANTAGONIST
CHEMBL1375743,ZIPRASIDONE HYDROCHLORIDE,DRD2,CHEMBL217,ANTAGONIST
CHEMBL3989833,ZIPRASIDONE MESYLATE,DRD2,CHEMBL217,ANTAGONIST
CHEMBL1401,NITAZOXANIDE,PFOR,CHEMBL2364026,INHIBITOR
CHEMBL1200733,DESFLURANE,KCNK3,CHEMBL2321613,OPENER
CHEMBL3989519,DOXAPRAM HYDROCHLORIDE,KCNK3,CHEMBL2321613,BLOCKER
CHEMBL1200694,SEVOFLURANE,KCNK3,CHEMBL2321613,OPENER
CHEMBL931,HALOTHANE,KCNK3,CHEMBL2321613,OPENER
CHEMBL1256,ISOFLURANE,KCNK3,CHEMBL2321613,OPENER
CHEMBL1257,ENFLURANE,KCNK3,CHEMBL2321613,OPENER
CHEMBL1200733,DESFLURANE,KCNK9,CHEMBL2321614,OPENER
CHEMBL3989519,DOXAPRAM HYDROCHLORIDE,KCNK9,CHEMBL2321614,BLOCKER
CHEMBL1200694,SEVOFLURANE,KCNK9,CHEMBL2321614,OPENER
CHEMBL931,HALOTHANE,KCNK9,CHEMBL2321614,OPENER
CHEMBL1256,ISOFLURANE,KCNK9,CHEMBL2321614,OPENER
CHEMBL1257,ENFLURANE,KCNK9,CHEMBL2321614,OPENER
CHEMBL1200733,DESFLURANE,KCNK2,CHEMBL2321615,OPENER
CHEMBL1257,ENFLURANE,KCNK2,CHEMBL2321615,OPENER
CHEMBL1200694,SEVOFLURANE,KCNK2,CHEMBL2321615,OPENER
CHEMBL931,HALOTHANE,KCNK2,CHEMBL2321615,OPENER
CHEMBL1256,ISOFLURANE,KCNK2,CHEMBL2321615,OPENER
CHEMBL2108638,RAXIBACUMAB,pagA,CHEMBL5352,BINDING AGENT
CHEMBL1201154,PROCHLORPERAZINE EDISYLATE,DRD2,CHEMBL217,ANTAGONIST
CHEMBL112,ACETAMINOPHEN,FAAH,CHEMBL2243,INHIBITOR
CHEMBL112,ACETAMINOPHEN,TRPV1,CHEMBL4794,OPENER
CHEMBL2108427,MENOTROPINS,LHCGR,CHEMBL1854,AGONIST
CHEMBL2108427,MENOTROPINS,FSHR,CHEMBL2024,AGONIST
CHEMBL2105712,AFATINIB DIMALEATE,EGFR,CHEMBL203,INHIBITOR
CHEMBL1213165,DOLUTEGRAVIR SODIUM,pol,CHEMBL3471,INHIBITOR
CHEMBL2107387,VORTIOXETINE HYDROBROMIDE,HTR1A,CHEMBL214,AGONIST
CHEMBL2107387,VORTIOXETINE HYDROBROMIDE,SLC6A4,CHEMBL228,INHIBITOR
CHEMBL2107387,VORTIOXETINE HYDROBROMIDE,HTR3A,CHEMBL1899,ANTAGONIST
CHEMBL1743048,OBINUTUZUMAB,MS4A1,CHEMBL2058,BINDING AGENT
CHEMBL1873475,IBRUTINIB,BTK,CHEMBL5251,INHIBITOR
CHEMBL2105689,LULICONAZOLE,ERG11,CHEMBL1780,INHIBITOR
CHEMBL523299,UMECLIDINIUM BROMIDE,CHRM3,CHEMBL245,ANTAGONIST
CHEMBL1259059,SOFOSBUVIR,NS5b,CHEMBL4296320,INHIBITOR
CHEMBL3989861,DESVENLAFAXINE FUMARATE,SLC6A4,CHEMBL228,INHIBITOR
CHEMBL3989861,DESVENLAFAXINE FUMARATE,SLC6A2,CHEMBL222,INHIBITOR
CHEMBL2105732,LEVOMILNACIPRAN HYDROCHLORIDE,SLC6A4,CHEMBL228,INHIBITOR
CHEMBL2105732,LEVOMILNACIPRAN HYDROCHLORIDE,SLC6A2,CHEMBL222,INHIBITOR
CHEMBL34259,METHOTREXATE,DHFR,CHEMBL202,INHIBITOR
CHEMBL2105712,AFATINIB DIMALEATE,ERBB2,CHEMBL1824,INHIBITOR
CHEMBL2105712,AFATINIB DIMALEATE,ERBB4,CHEMBL3009,INHIBITOR
CHEMBL2107067,TESTOSTERONE UNDECANOATE,AR,CHEMBL1871,AGONIST
CHEMBL2107857,METRELEPTIN,LEPR,CHEMBL5913,AGONIST
CHEMBL1743062,RAMUCIRUMAB,KDR,CHEMBL279,INHIBITOR
CHEMBL1743070,SILTUXIMAB,IL6,CHEMBL1795129,ANTAGONIST
CHEMBL2107841,ALBIGLUTIDE,GLP1R,CHEMBL1784,AGONIST
CHEMBL2105743,OLODATEROL HYDROCHLORIDE,ADRB2,CHEMBL210,AGONIST
CHEMBL2107386,VORAPAXAR SULFATE,F2R,CHEMBL3974,ANTAGONIST
CHEMBL2107830,EMPAGLIFLOZIN,SLC5A2,CHEMBL3884,INHIBITOR
CHEMBL2403108,CERITINIB,ALK,CHEMBL4247,INHIBITOR
CHEMBL2107815,TREPROSTINIL DIOLAMINE,PTGIR,CHEMBL1995,AGONIST
CHEMBL2216870,IDELALISIB,PIK3CD,CHEMBL3130,INHIBITOR
CHEMBL5723563,ELIGLUSTAT TARTRATE,UGCG,CHEMBL2063,INHIBITOR
CHEMBL3137343,PEMBROLIZUMAB,PDCD1,CHEMBL3307223,INHIBITOR
CHEMBL2219416,NALOXEGOL OXALATE,OPRM1,CHEMBL233,ANTAGONIST
CHEMBL2374220,LEDIPASVIR,NS5A,CHEMBL3307224,INHIBITOR
CHEMBL2108027,DULAGLUTIDE,GLP1R,CHEMBL1784,AGONIST
CHEMBL206253,NETUPITANT,TACR1,CHEMBL249,ANTAGONIST
CHEMBL2145077,IVABRADINE HYDROCHLORIDE,HCN4,CHEMBL1250417,BLOCKER
CHEMBL2159122,ELUXADOLINE,OPRM1,CHEMBL233,AGONIST
CHEMBL2105682,EDOXABAN TOSYLATE,F10,CHEMBL244,INHIBITOR
CHEMBL2108078,PARATHYROID HORMONE,PTH1R,CHEMBL1793,AGONIST
CHEMBL1742992,BLINATUMOMAB,CD19,CHEMBL3390821,CROSS-LINKING AGENT
CHEMBL2107817,AVIBACTAM SODIUM,bla,CHEMBL2364670,INHIBITOR
CHEMBL3127326,OMBITASVIR,NS5A,CHEMBL3307224,INHIBITOR
CHEMBL2108738,NIVOLUMAB,PDCD1,CHEMBL3307223,INHIBITOR
CHEMBL1743068,SECUKINUMAB,IL17A,CHEMBL3390822,INHIBITOR
CHEMBL3137333,ISAVUCONAZONIUM SULFATE,cyp51c,CHEMBL3390824,INHIBITOR
CHEMBL3989402,PERAMIVIR,NA,CHEMBL3377,INHIBITOR
CHEMBL3544985,DASABUVIR SODIUM MONOHYDRATE,NS5b,CHEMBL4296320,INHIBITOR
CHEMBL1097279,CANGRELOR TETRASODIUM,P2RY12,CHEMBL2001,ANTAGONIST
CHEMBL2103870,LUMACAFTOR,CFTR,CHEMBL4051,STABILISER
CHEMBL3137301,SACUBITRIL,MME,CHEMBL1944,INHIBITOR
CHEMBL2105760,BREXPIPRAZOLE,DRD2,CHEMBL217,PARTIAL AGONIST
CHEMBL2105760,BREXPIPRAZOLE,HTR1A,CHEMBL214,PARTIAL AGONIST
CHEMBL2105760,BREXPIPRAZOLE,HTR2A,CHEMBL224,ANTAGONIST
CHEMBL296419,ASTEMIZOLE,HRH1,CHEMBL231,ANTAGONIST
CHEMBL1201729,DRONEDARONE HYDROCHLORIDE,KCNJ2,CHEMBL1914276,BLOCKER
CHEMBL1201729,DRONEDARONE HYDROCHLORIDE,HCN4,CHEMBL1250417,BLOCKER
CHEMBL1200330,PILOCARPINE HYDROCHLORIDE,CHRM1,CHEMBL216,AGONIST
CHEMBL550,PILOCARPINE,CHRM1,CHEMBL216,AGONIST
CHEMBL1703,METFORMIN HYDROCHLORIDE,GPD2,CHEMBL3391681,INHIBITOR
CHEMBL2108184,CROFELEMER,ANO1,CHEMBL2046267,BLOCKER
CHEMBL1200467,HYDROXYZINE PAMOATE,HRH1,CHEMBL231,ANTAGONIST
CHEMBL2303621,DACLATASVIR DIHYDROCHLORIDE,NS5A,CHEMBL3307224,INHIBITOR
