drug_id,drug_name,gene_symbol,target_chembl,action_type
CHEMBL2103802,DAPAGLIFLOZIN PROPANEDIOL,SLC5A2,CHEMBL3884,INHIBITOR
CHEMBL5314382,PASIREOTIDE PAMOATE,SSTR3,CHEMBL2028,AGONIST
CHEMBL5314382,PASIREOTIDE PAMOATE,SSTR5,CHEMBL1792,AGONIST
CHEMBL5314382,PASIREOTIDE PAMOATE,SSTR2,CHEMBL1804,AGONIST
CHEMBL5314382,PASIREOTIDE PAMOATE,SSTR1,CHEMBL1917,AGONIST
CHEMBL3544986,PERINDOPRIL ARGININE,ACE,CHEMBL1808,INHIBITOR
CHEMBL3137317,SONIDEGIB PHOSPHATE,SMO,CHEMBL5971,INHIBITOR
CHEMBL2109540,ALIROCUMAB,PCSK9,CHEMBL2929,INHIBITOR
CHEMBL2024517,CARIPRAZINE HYDROCHLORIDE,DRD3,CHEMBL234,MODULATOR
CHEMBL2024517,CARIPRAZINE HYDROCHLORIDE,DRD2,CHEMBL217,MODULATOR
CHEMBL2364655,EVOLOCUMAB,PCSK9,CHEMBL2929,INHIBITOR
CHEMBL3707330,ROLAPITANT HYDROCHLORIDE,TACR1,CHEMBL249,ANTAGONIST
CHEMBL65375,TIPIRACIL HYDROCHLORIDE,TYMP,CHEMBL3106,INHIBITOR
CHEMBL2107869,INSULIN DEGLUDEC,INSR,CHEMBL1981,AGONIST
CHEMBL2219425,ARIPIPRAZOLE LAUROXIL,DRD2,CHEMBL217,PARTIAL AGONIST
CHEMBL2219425,ARIPIPRAZOLE LAUROXIL,HTR2A,CHEMBL224,ANTAGONIST
CHEMBL2219425,ARIPIPRAZOLE LAUROXIL,HTR1A,CHEMBL214,PARTIAL AGONIST
CHEMBL2108429,MEPOLIZUMAB,IL5,CHEMBL1169600,INHIBITOR
CHEMBL2364637,TENOFOVIR ALAFENAMIDE FUMARATE,pol,CHEMBL247,INHIBITOR
CHEMBL2364607,COBIMETINIB FUMARATE,MAP2K1,CHEMBL3587,INHIBITOR
CHEMBL2364607,COBIMETINIB FUMARATE,MAP2K2,CHEMBL2964,INHIBITOR
CHEMBL3545063,OSIMERTINIB MESYLATE,EGFR,CHEMBL203,INHIBITOR
CHEMBL1743007,DARATUMUMAB,CD38,CHEMBL4660,INHIBITOR
CHEMBL1743047,NECITUMUMAB,EGFR,CHEMBL203,INHIBITOR
CHEMBL1743010,ELOTUZUMAB,SLAMF7,CHEMBL3559386,INHIBITOR
CHEMBL3707320,ALECTINIB HYDROCHLORIDE,ALK,CHEMBL4247,INHIBITOR
CHEMBL3707320,ALECTINIB HYDROCHLORIDE,RET,CHEMBL2041,INHIBITOR
CHEMBL238804,SELEXIPAG,PTGIR,CHEMBL1995,AGONIST
CHEMBL2105720,LESINURAD,SLC22A12,CHEMBL6120,INHIBITOR
CHEMBL3261331,RESMETIROM,THRB,CHEMBL1947,AGONIST
CHEMBL4208229,ASCIMINIB,ABL1,CHEMBL1862,INHIBITOR
CHEMBL3786343,OLMUTINIB,EGFR,CHEMBL203,INHIBITOR
CHEMBL4071161,TIRABRUTINIB,BTK,CHEMBL5251,INHIBITOR
CHEMBL3989868,TUCATINIB,ERBB2,CHEMBL1824,INHIBITOR
CHEMBL3655081,ABROCITINIB,JAK1,CHEMBL2835,INHIBITOR
CHEMBL3989869,UMBRALISIB TOSYLATE,PIK3CD,CHEMBL3130,INHIBITOR
CHEMBL4113131,ENSARTINIB,ALK,CHEMBL4247,INHIBITOR
CHEMBL3358920,ETRASIMOD,S1PR1,CHEMBL4333,AGONIST
CHEMBL3894860,TRILACICLIB,CDK4,CHEMBL331,INHIBITOR
CHEMBL3894860,TRILACICLIB,CDK6,CHEMBL2508,INHIBITOR
CHEMBL4297509,ELACESTRANT,ESR1,CHEMBL206,DEGRADER
CHEMBL3590187,CLASCOTERONE,AR,CHEMBL1871,ANTAGONIST
CHEMBL2181927,FINERENONE,NR3C2,CHEMBL1994,ANTAGONIST
CHEMBL230158,SELADELPAR,PPARD,CHEMBL3979,AGONIST
CHEMBL2105648,PALOVAROTENE,RARG,CHEMBL2003,AGONIST
CHEMBL3545311,BRIGATINIB,ALK,CHEMBL4247,INHIBITOR
CHEMBL3545311,BRIGATINIB,EGFR,CHEMBL203,INHIBITOR
CHEMBL2105684,SELUMETINIB SULFATE,MAP2K1,CHEMBL3587,INHIBITOR
CHEMBL2105684,SELUMETINIB SULFATE,MAP2K2,CHEMBL2964,INHIBITOR
CHEMBL2396661,ALPELISIB,PIK3CA,CHEMBL4005,INHIBITOR
CHEMBL3301607,FILGOTINIB,JAK1,CHEMBL2835,INHIBITOR
CHEMBL313972,MASOPROCOL,ERBB2,CHEMBL1824,INHIBITOR
CHEMBL313972,MASOPROCOL,IGF1R,CHEMBL1957,INHIBITOR
CHEMBL571546,TIRBANIBULIN,SRC,CHEMBL267,INHIBITOR
CHEMBL3301610,ABEMACICLIB,CDK4,CHEMBL331,INHIBITOR
CHEMBL3301610,ABEMACICLIB,CDK6,CHEMBL2508,INHIBITOR
CHEMBL3813873,PEXIDARTINIB,CSF1R,CHEMBL1844,INHIBITOR
CHEMBL3813873,PEXIDARTINIB,FLT3,CHEMBL1974,INHIBITOR
CHEMBL3813873,PEXIDARTINIB,KIT,CHEMBL1936,INHIBITOR
CHEMBL3402762,TEPOTINIB,MET,CHEMBL3717,INHIBITOR
CHEMBL3188267,CAPMATINIB,MET,CHEMBL3717,INHIBITOR
CHEMBL2043437,GLASDEGIB,SMO,CHEMBL5971,ANTAGONIST
CHEMBL2107826,VIBEGRON,ADRB3,CHEMBL246,AGONIST
CHEMBL2178422,RIMEGEPANT,CALCRL,CHEMBL3798,ANTAGONIST
CHEMBL2364638,UBROGEPANT,CALCRL,CHEMBL3798,ANTAGONIST
CHEMBL291657,CRINECERFONT,CRHR1,CHEMBL1800,ANTAGONIST
CHEMBL3039520,LASMIDITAN,HTR1F,CHEMBL1805,AGONIST
CHEMBL426084,SAMIDORPHAN,OPRM1,CHEMBL233,ANTAGONIST
CHEMBL3989871,AVACOPAN,C5AR1,CHEMBL2373,ANTAGONIST
CHEMBL3545367,LEMBOREXANT,HCRTR1,CHEMBL5113,ANTAGONIST
CHEMBL3545367,LEMBOREXANT,HCRTR2,CHEMBL4792,ANTAGONIST
CHEMBL539423,SPARSENTAN,EDNRA,CHEMBL252,ANTAGONIST
CHEMBL539423,SPARSENTAN,AGTR1,CHEMBL227,ANTAGONIST
CHEMBL1096146,PONESIMOD,S1PR1,CHEMBL4333,AGONIST
CHEMBL1800159,RELUGOLIX,GNRHR,CHEMBL1855,ANTAGONIST
CHEMBL3668014,LINZAGOLIX,GNRHR,CHEMBL1855,ANTAGONIST
CHEMBL3301624,SETMELANOTIDE,MC4R,CHEMBL259,AGONIST
CHEMBL3301622,GILTERITINIB,FLT3,CHEMBL1974,INHIBITOR
CHEMBL3301622,GILTERITINIB,AXL,CHEMBL4895,INHIBITOR
CHEMBL3716057,GEFAPIXANT,P2RX3,CHEMBL2998,ANTAGONIST
CHEMBL3544914,TEZACAFTOR,CFTR,CHEMBL4051,POSITIVE MODULATOR
CHEMBL426559,LAROPIPRANT,PTGDR,CHEMBL4427,ANTAGONIST
CHEMBL4297185,DAROLUTAMIDE,AR,CHEMBL1871,ANTAGONIST
CHEMBL3183409,APALUTAMIDE,AR,CHEMBL1871,ANTAGONIST
CHEMBL566315,OBETICHOLIC ACID,NR1H4,CHEMBL2047,AGONIST
CHEMBL576982,QUIZARTINIB,CSF1R,CHEMBL1844,INHIBITOR
CHEMBL576982,QUIZARTINIB,FLT3,CHEMBL1974,INHIBITOR
CHEMBL576982,QUIZARTINIB,KIT,CHEMBL1936,INHIBITOR
CHEMBL576982,QUIZARTINIB,RET,CHEMBL2041,INHIBITOR
CHEMBL3353410,OSIMERTINIB,EGFR,CHEMBL203,INHIBITOR
CHEMBL1078178,MOMELOTINIB,JAK1,CHEMBL2835,INHIBITOR
CHEMBL1078178,MOMELOTINIB,JAK2,CHEMBL2971,INHIBITOR
CHEMBL180022,NERATINIB,EGFR,CHEMBL203,INHIBITOR
CHEMBL180022,NERATINIB,ERBB2,CHEMBL1824,INHIBITOR
CHEMBL2105759,BARICITINIB,JAK1,CHEMBL2835,INHIBITOR
CHEMBL2105759,BARICITINIB,JAK2,CHEMBL2971,INHIBITOR
CHEMBL3545110,RIBOCICLIB,CDK4,CHEMBL331,INHIBITOR
CHEMBL3545110,RIBOCICLIB,CDK6,CHEMBL2508,INHIBITOR
CHEMBL3301612,ENCORAFENIB,BRAF,CHEMBL5145,INHIBITOR
CHEMBL3187723,BINIMETINIB,MAP2K1,CHEMBL3587,INHIBITOR
CHEMBL3187723,BINIMETINIB,MAP2K2,CHEMBL2964,INHIBITOR
CHEMBL2105719,DACOMITINIB,EGFR,CHEMBL203,INHIBITOR
CHEMBL2105719,DACOMITINIB,ERBB2,CHEMBL1824,INHIBITOR
CHEMBL2105719,DACOMITINIB,ERBB4,CHEMBL3009,INHIBITOR
CHEMBL608533,MIDOSTAURIN,FLT3,CHEMBL1974,INHIBITOR
CHEMBL608533,MIDOSTAURIN,KIT,CHEMBL1936,INHIBITOR
CHEMBL608533,MIDOSTAURIN,KDR,CHEMBL279,INHIBITOR
CHEMBL2103830,FOSTAMATINIB,SYK,CHEMBL2599,INHIBITOR
CHEMBL2146883,COBIMETINIB,MAP2K1,CHEMBL3587,INHIBITOR
CHEMBL2146883,COBIMETINIB,MAP2K2,CHEMBL2964,INHIBITOR
CHEMBL1287853,FEDRATINIB,FLT3,CHEMBL1974,INHIBITOR
CHEMBL1287853,FEDRATINIB,JAK2,CHEMBL2971,INHIBITOR
CHEMBL2035187,PACRITINIB,JAK2,CHEMBL2971,INHIBITOR
CHEMBL2035187,PACRITINIB,FLT3,CHEMBL1974,INHIBITOR
CHEMBL1208155,ELAGOLIX,GNRHR,CHEMBL1855,ANTAGONIST
CHEMBL2105755,NALDEMEDINE,OPRM1,CHEMBL233,ANTAGONIST
CHEMBL2336071,SIPONIMOD,S1PR1,CHEMBL4333,AGONIST
CHEMBL2364612,LATANOPROSTENE BUNOD,PTGFR,CHEMBL1987,AGONIST
CHEMBL278623,MACIMORELIN,GHSR,CHEMBL4616,AGONIST
CHEMBL462605,PITOLISANT,HRH3,CHEMBL264,INVERSE AGONIST
CHEMBL2448613,PIMAVANSERIN TARTRATE,HTR2A,CHEMBL224,INVERSE AGONIST
CHEMBL2070241,BREMELANOTIDE,MC4R,CHEMBL259,AGONIST
CHEMBL3545184,ETELCALCETIDE,CASR,CHEMBL1878,AGONIST
CHEMBL2108724,SEMAGLUTIDE,GLP1R,CHEMBL1784,AGONIST
CHEMBL3306803,LUMATEPERONE,HTR2A,CHEMBL224,ANTAGONIST
CHEMBL3306803,LUMATEPERONE,DRD2,CHEMBL217,ANTAGONIST
CHEMBL3306803,LUMATEPERONE,SLC6A4,CHEMBL228,INHIBITOR
CHEMBL1742991,BENRALIZUMAB,IL5RA,CHEMBL3580483,INHIBITOR
CHEMBL1742996,BRODALUMAB,IL17RA,CHEMBL3580485,ANTAGONIST
CHEMBL1743035,LEBRIKIZUMAB,IL13,CHEMBL3580486,INHIBITOR
CHEMBL1743043,MOXETUMOMAB PASUDOTOX,CD22,CHEMBL3218,BINDING AGENT
CHEMBL1743078,TEPLIZUMAB,CD3E,CHEMBL1975,OTHER
CHEMBL1743081,TRALOKINUMAB,IL13,CHEMBL3580486,INHIBITOR
CHEMBL2107874,ROMOSOZUMAB,SOST,CHEMBL3580487,INHIBITOR
CHEMBL2108041,OCRELIZUMAB,MS4A1,CHEMBL2058,BINDING AGENT
CHEMBL2108611,INOTUZUMAB OZOGAMICIN,CD22,CHEMBL3218,BINDING AGENT
CHEMBL2108658,TREMELIMUMAB,CTLA4,CHEMBL2364164,INHIBITOR
CHEMBL2108675,DUPILUMAB,IL4R,CHEMBL3580490,ANTAGONIST
CHEMBL2108730,SARILUMAB,IL6R,CHEMBL2364155,ANTAGONIST
CHEMBL3039514,ELBASVIR,NS5A,CHEMBL3307224,INHIBITOR
CHEMBL607400,BRIVARACETAM,SV2A,CHEMBL1998,MODULATOR
CHEMBL3544926,OBILTOXAXIMAB,pagA,CHEMBL5352,BINDING AGENT
CHEMBL1743034,IXEKIZUMAB,IL17A,CHEMBL3390822,INHIBITOR
CHEMBL2107884,RESLIZUMAB,IL5,CHEMBL1169600,INHIBITOR
CHEMBL3137309,VENETOCLAX,BCL2,CHEMBL4860,INHIBITOR
CHEMBL3707227,ATEZOLIZUMAB,CD274,CHEMBL3580522,INHIBITOR
CHEMBL3707226,DEFIBROTIDE SODIUM,PLG,CHEMBL1801,ACTIVATOR
CHEMBL1201341,ECHOTHIOPHATE,ACHE,CHEMBL220,INHIBITOR
CHEMBL2107866,PEGINESATIDE,EPOR,CHEMBL1817,AGONIST
CHEMBL2108702,IMETELSTAT SODIUM,TERT,CHEMBL2916,INHIBITOR
CHEMBL512351,BETRIXABAN,F10,CHEMBL244,INHIBITOR
CHEMBL515387,GOSOGLIPTIN,DPP4,CHEMBL284,INHIBITOR
CHEMBL2103837,TAFAMIDIS,TTR,CHEMBL3194,STABILISER
CHEMBL2103846,ULIPRISTAL,PGR,CHEMBL208,MODULATOR
CHEMBL2103867,PLECANATIDE,GUCY2C,CHEMBL1795197,AGONIST
CHEMBL117287,PRUCALOPRIDE,HTR4,CHEMBL1875,AGONIST
CHEMBL2103883,AVATROMBOPAG,MPL,CHEMBL1864,AGONIST
CHEMBL2105675,TAFAMIDIS MEGLUMINE,TTR,CHEMBL3194,STABILISER
CHEMBL2105711,TOFOGLIFLOZIN,SLC5A2,CHEMBL3884,INHIBITOR
CHEMBL1094636,NIRAPARIB,PARP2,CHEMBL5366,INHIBITOR
CHEMBL2105754,TRELAGLIPTIN SUCCINATE,DPP4,CHEMBL284,INHIBITOR
CHEMBL1770248,ERTUGLIFLOZIN,SLC5A2,CHEMBL3884,INHIBITOR
CHEMBL2105762,OMARIGLIPTIN,DPP4,CHEMBL284,INHIBITOR
CHEMBL4594230,LIPEGFILGRASTIM,CSF3R,CHEMBL1996,AGONIST
CHEMBL431770,ISTRADEFYLLINE,ADORA2A,CHEMBL251,ANTAGONIST
CHEMBL416146,ETORICOXIB,PTGS2,CHEMBL230,INHIBITOR
CHEMBL550755,FORODESINE HYDROCHLORIDE,PNP,CHEMBL4338,INHIBITOR
CHEMBL2107354,MIFAMURTIDE,NOD2,CHEMBL1293266,OTHER
CHEMBL396778,SAFINAMIDE,MAOB,CHEMBL2039,INHIBITOR
CHEMBL142703,VILDAGLIPTIN,DPP4,CHEMBL284,INHIBITOR
CHEMBL490665,NALFURAFINE HYDROCHLORIDE,OPRK1,CHEMBL237,AGONIST
CHEMBL2364639,VALBENAZINE,SLC18A2,CHEMBL1893,INHIBITOR
CHEMBL3039507,SOTAGLIFLOZIN,SLC5A1,CHEMBL4979,INHIBITOR
CHEMBL3137318,TALAZOPARIB TOSYLATE,PARP2,CHEMBL5366,INHIBITOR
CHEMBL3137320,TALAZOPARIB,PARP1,CHEMBL3105,INHIBITOR
CHEMBL3301627,TENAPANOR HYDROCHLORIDE,SLC9A3,CHEMBL3273,INHIBITOR
CHEMBL2443262,OLICERIDINE,OPRM1,CHEMBL233,AGONIST
CHEMBL3545185,SELINEXOR,XPO1,CHEMBL5661,INHIBITOR
CHEMBL190461,CANNABIDIOL,CNR1,CHEMBL218,NEGATIVE ALLOSTERIC MODULATOR
CHEMBL1808388,BEXAGLIFLOZIN,SLC5A2,CHEMBL3884,INHIBITOR
CHEMBL3039507,SOTAGLIFLOZIN,SLC5A2,CHEMBL3884,INHIBITOR
CHEMBL3137320,TALAZOPARIB,PARP2,CHEMBL5366,INHIBITOR
CHEMBL3137318,TALAZOPARIB TOSYLATE,PARP1,CHEMBL3105,INHIBITOR
CHEMBL1169,AMINOSALICYLIC ACID,folA,CHEMBL6065,INHIBITOR
CHEMBL2108081,TRAFERMIN,FGFR2,CHEMBL4142,AGONIST
CHEMBL296913,PARECOXIB SODIUM,PTGS2,CHEMBL230,INHIBITOR
CHEMBL19236,MOXONIDINE,NISCH,CHEMBL3923,AGONIST
CHEMBL14370,REBOXETINE,SLC6A2,CHEMBL222,INHIBITOR
CHEMBL225071,RALTITREXED,TYMS,CHEMBL1952,INHIBITOR
CHEMBL1206690,PARECOXIB,PTGS2,CHEMBL230,INHIBITOR
CHEMBL70972,SERATRODAST,TBXA2R,CHEMBL2069,ANTAGONIST
CHEMBL515408,MARIBAVIR,UL97,CHEMBL1287608,INHIBITOR
CHEMBL1094636,NIRAPARIB,PARP1,CHEMBL3105,INHIBITOR
CHEMBL2109624,CAPLACIZUMAB,VWF,CHEMBL2021748,INHIBITOR
CHEMBL2364649,MARGETUXIMAB,ERBB2,CHEMBL1824,INHIBITOR
CHEMBL2108354,UBLITUXIMAB,MS4A1,CHEMBL2058,BINDING AGENT
CHEMBL3301587,DURVALUMAB,CD274,CHEMBL3580522,INHIBITOR
CHEMBL3039540,ADUCANUMAB,APP,CHEMBL2487,BINDING AGENT
CHEMBL3707357,BROLUCIZUMAB,VEGFA,CHEMBL1783,INHIBITOR
CHEMBL3707326,BUROSUMAB,FGF23,CHEMBL3713913,INHIBITOR
CHEMBL3833373,AVELUMAB,CD274,CHEMBL3580522,OTHER
CHEMBL3833329,ERENUMAB,CALCRL,CHEMBL3798,ANTAGONIST
CHEMBL1743079,TEPROTUMUMAB,IGF1R,CHEMBL1957,ANTAGONIST
CHEMBL1743029,IBALIZUMAB,CD4,CHEMBL2754,INHIBITOR
CHEMBL1743049,OLARATUMAB,PDGFRA,CHEMBL2007,ANTAGONIST
CHEMBL1743073,SOTATERCEPT,INHBA,CHEMBL3588735,INHIBITOR
CHEMBL2109334,INEBILIZUMAB,CD19,CHEMBL3390821,BINDING AGENT
CHEMBL2109427,ZOLBETUXIMAB,CLDN18,CHEMBL3712859,BINDING AGENT
CHEMBL3545062,VELPATASVIR,NS5A,CHEMBL3307224,INHIBITOR
CHEMBL2108336,LIXISENATIDE,GLP1R,CHEMBL1784,AGONIST
CHEMBL2108670,BEZLOTOXUMAB,tcdB,CHEMBL3580505,INHIBITOR
CHEMBL3707266,RIBOCICLIB SUCCINATE,CDK4,CHEMBL331,INHIBITOR
CHEMBL3707266,RIBOCICLIB SUCCINATE,CDK6,CHEMBL2508,INHIBITOR
CHEMBL48582,SAFINAMIDE MESYLATE,MAOB,CHEMBL2039,INHIBITOR
CHEMBL3039508,NALDEMEDINE TOSYLATE,OPRM1,CHEMBL233,ANTAGONIST
CHEMBL1201891,DEFLAZACORT,NR3C1,CHEMBL2034,AGONIST
CHEMBL3833321,LECANEMAB,APP,CHEMBL2487,INHIBITOR
CHEMBL656,OXYCODONE,OPRM1,CHEMBL233,AGONIST
CHEMBL94081,ALCLOFENAC,PTGS1,CHEMBL221,INHIBITOR
CHEMBL54349,ALPIDEM,TSPO,CHEMBL5742,PARTIAL AGONIST
CHEMBL345524,ANTRAFENINE,PTGDS,CHEMBL3430865,INHIBITOR
CHEMBL515914,AZARIBINE,UMPS,CHEMBL5216,INHIBITOR
CHEMBL1089221,BENDAZAC,XDH,CHEMBL1929,INHIBITOR
CHEMBL400599,BENFLUOREX,SOAT1,CHEMBL2782,INHIBITOR
CHEMBL340978,BENOXAPROFEN,ALOX12,CHEMBL3687,INHIBITOR
CHEMBL232201,BENZIODARONE,CALM1,CHEMBL6093,INHIBITOR
CHEMBL127516,BUTAMBEN,TRPV4,CHEMBL3119,INHIBITOR
CHEMBL3142541,BUTAMBEN PICRATE,TRPA1,CHEMBL6007,INHIBITOR
CHEMBL1463345,CANRENONE,NR3C2,CHEMBL1994,ANTAGONIST
CHEMBL1256696,CARBETAPENTANE CITRATE,SIGMAR1,CHEMBL287,AGONIST
CHEMBL110691,CHLORMADINONE ACETATE,PGR,CHEMBL208,MODULATOR
CHEMBL53418,DANTHRON,RXRA,CHEMBL2061,ANTAGONIST
CHEMBL1742471,EBROTIDINE,HRH2,CHEMBL1941,ANTAGONIST
CHEMBL2106217,FENFLURAMINE HYDROCHLORIDE,HTR1D,CHEMBL1983,AGONIST
CHEMBL32800,FENOTEROL,ADRB2,CHEMBL210,AGONIST
CHEMBL276520,INDALPINE,SLC6A4,CHEMBL228,INHIBITOR
CHEMBL404108,LUMIRACOXIB,PTGS2,CHEMBL230,INHIBITOR
CHEMBL1712842,MEPAZINE ACETATE,MALT1,CHEMBL3632452,INHIBITOR
CHEMBL1418176,METHANDROSTENOLONE,AR,CHEMBL1871,AGONIST
CHEMBL3187246,METHAPYRILENE FUMARATE,HRH1,CHEMBL231,ANTAGONIST
CHEMBL1255739,METHAPYRILENE HYDROCHLORIDE,HRH1,CHEMBL231,ANTAGONIST
CHEMBL1334033,PERHEXILINE MALEATE,CPT1B,CHEMBL2216739,INHIBITOR
CHEMBL24072,PRENYLAMINE,SCN5A,CHEMBL1980,BLOCKER
CHEMBL16476,PRONETALOL,ADRB1,CHEMBL213,ANTAGONIST
CHEMBL2105345,PROPANIDID,BCHE,CHEMBL1914,INHIBITOR
CHEMBL2105233,PROXIBARBAL,AOC1,CHEMBL2118,ACTIVATOR
CHEMBL22242,REMOXIPRIDE,DRD2,CHEMBL217,ANTAGONIST
CHEMBL3989556,REMOXIPRIDE HYDROCHLORIDE,DRD2,CHEMBL217,ANTAGONIST
CHEMBL111,RIMONABANT,CNR1,CHEMBL218,ANTAGONIST
CHEMBL12713,SERTINDOLE,DRD2,CHEMBL217,ANTAGONIST
CHEMBL62193,SULFADIMETHOXINE,folP,CHEMBL2364668,INHIBITOR
CHEMBL2107253,SULFADIMETHOXINE SODIUM,folP,CHEMBL2364668,INHIBITOR
CHEMBL268869,SULFAMETHOXYPYRIDAZINE,folP,CHEMBL2364668,INHIBITOR
CHEMBL17157,TERFENADINE,HRH1,CHEMBL231,ANTAGONIST
CHEMBL2105458,THENALIDINE,HRH1,CHEMBL231,ANTAGONIST
CHEMBL436,TOLRESTAT,AKR1B1,CHEMBL1900,INHIBITOR
CHEMBL187709,TRIPARANOL,DHCR24,CHEMBL2331059,INHIBITOR
CHEMBL2105581,VERALIPRIDE,DRD2,CHEMBL217,ANTAGONIST
CHEMBL522038,XIMELAGATRAN,F2,CHEMBL204,INHIBITOR
CHEMBL2364653,ANIFROLUMAB,IFNAR1,CHEMBL1887,ANTAGONIST
CHEMBL3545132,MIRVETUXIMAB SORAVTANSINE,FOLR1,CHEMBL2121,BINDING AGENT
CHEMBL1743041,MOGAMULIZUMAB,CCR4,CHEMBL2414,CROSS-LINKING AGENT
CHEMBL2109036,IGOVOMAB,MUC16,CHEMBL3580482,BINDING AGENT
CHEMBL3545131,ISATUXIMAB,CD38,CHEMBL4660,INHIBITOR
CHEMBL3545262,SACITUZUMAB GOVITECAN,TACSTD2,CHEMBL3856163,BINDING AGENT
CHEMBL3301582,POLATUZUMAB VEDOTIN,CD79B,CHEMBL3712852,BINDING AGENT
CHEMBL3707229,TEZEPELUMAB,TSLP,CHEMBL3712931,INHIBITOR
CHEMBL3545191,EVINACUMAB,ANGPTL3,CHEMBL3710485,INHIBITOR
CHEMBL1601669,ALFACALCIDOL,VDR,CHEMBL1977,AGONIST
CHEMBL2108250,ANISTREPLASE,PLG,CHEMBL1801,ACTIVATOR
CHEMBL1697725,AUROTHIOGLUCOSE,TXNRD1,CHEMBL1927,INHIBITOR
CHEMBL388590,BENZBROMARONE,SLC22A12,CHEMBL6120,INHIBITOR
CHEMBL24441,BETAHISTINE,HRH3,CHEMBL264,ANTAGONIST
CHEMBL1742423,BILASTINE,HRH1,CHEMBL231,INVERSE AGONIST
CHEMBL1592101,BISMUTH SUBGALLATE,F12,CHEMBL2821,ACTIVATOR
CHEMBL277062,BROMAZEPAM,GABRA2,CHEMBL4956,POSITIVE ALLOSTERIC MODULATOR
CHEMBL28218,BROMPERIDOL,DRD2,CHEMBL217,ANTAGONIST
CHEMBL2110824,BUSERELIN,GNRHR,CHEMBL1855,AGONIST
CHEMBL254328,ABIRATERONE,CYP17A1,CHEMBL3522,INHIBITOR
CHEMBL4594242,CALCITONIN,CALCR,CHEMBL1832,AGONIST
CHEMBL3301668,CARBETOCIN,OXTR,CHEMBL2049,AGONIST
CHEMBL508102,CARBIMAZOLE,TPO,CHEMBL1839,INHIBITOR
CHEMBL27810,CELIPROLOL,ADRB2,CHEMBL210,PARTIAL AGONIST
CHEMBL2110774,CHLORPHENOXAMINE,HRH1,CHEMBL231,ANTAGONIST
CHEMBL515606,CILAZAPRIL,ACE,CHEMBL1808,INHIBITOR
CHEMBL557555,CIPROFIBRATE,PPARA,CHEMBL239,AGONIST
CHEMBL2108185,CORIFOLLITROPIN ALFA,FSHR,CHEMBL2024,AGONIST
CHEMBL2105842,CORTIVAZOL,NR3C1,CHEMBL2034,AGONIST
CHEMBL169901,DEBRISOQUIN,SLC6A2,CHEMBL222,INHIBITOR
CHEMBL1442422,DIBENZEPIN,HRH1,CHEMBL231,ANTAGONIST
CHEMBL397420,ACENOCOUMAROL,VKORC1,CHEMBL1930,INHIBITOR
CHEMBL382301,ATOSIBAN,OXTR,CHEMBL2049,ANTAGONIST
CHEMBL1201554,ANTITHROMBIN ALFA,F10,CHEMBL244,INHIBITOR
CHEMBL297302,BENPERIDOL,DRD2,CHEMBL217,ANTAGONIST
CHEMBL2356023,DIHYDROTACHYSTEROL,VDR,CHEMBL1977,AGONIST
CHEMBL3142541,BUTAMBEN PICRATE,TRPV4,CHEMBL3119,INHIBITOR
CHEMBL127516,BUTAMBEN,TRPA1,CHEMBL6007,INHIBITOR
CHEMBL2106217,FENFLURAMINE HYDROCHLORIDE,HTR2C,CHEMBL225,AGONIST
CHEMBL2106217,FENFLURAMINE HYDROCHLORIDE,SIGMAR1,CHEMBL287,ANTAGONIST
CHEMBL2105345,PROPANIDID,ACHE,CHEMBL220,INHIBITOR
CHEMBL1334033,PERHEXILINE MALEATE,CPT2,CHEMBL3238,INHIBITOR
CHEMBL1334033,PERHEXILINE MALEATE,MTOR,CHEMBL2842,INHIBITOR
CHEMBL24072,PRENYLAMINE,CALM1,CHEMBL6093,INHIBITOR
CHEMBL1742471,EBROTIDINE,ureB,CHEMBL5325,INHIBITOR
CHEMBL2105233,PROXIBARBAL,MAOA,CHEMBL1951,ACTIVATOR
CHEMBL1364551,MINAPRINE HYDROCHLORIDE,ACHE,CHEMBL220,INHIBITOR
CHEMBL1364551,MINAPRINE HYDROCHLORIDE,MAOA,CHEMBL1951,INHIBITOR
CHEMBL1364551,MINAPRINE HYDROCHLORIDE,CHRM1,CHEMBL216,AGONIST
CHEMBL278819,MINAPRINE,ACHE,CHEMBL220,INHIBITOR
CHEMBL278819,MINAPRINE,MAOA,CHEMBL1951,INHIBITOR
CHEMBL278819,MINAPRINE,CHRM1,CHEMBL216,AGONIST
CHEMBL1204165,DILEVALOL HYDROCHLORIDE,ADRB2,CHEMBL210,AGONIST
CHEMBL1442422,DIBENZEPIN,SLC6A2,CHEMBL222,INHIBITOR
CHEMBL27810,CELIPROLOL,ADRB1,CHEMBL213,ANTAGONIST
CHEMBL24441,BETAHISTINE,HRH1,CHEMBL231,AGONIST
CHEMBL2108581,CATUMAXOMAB,EPCAM,CHEMBL3580493,CROSS-LINKING AGENT
CHEMBL254328,ABIRATERONE,AR,CHEMBL1871,ANTAGONIST
CHEMBL10878,AGOMELATINE,HTR2C,CHEMBL225,ANTAGONIST
CHEMBL43064,CINNARIZINE,HRH1,CHEMBL231,ANTAGONIST
CHEMBL1201554,ANTITHROMBIN ALFA,F2,CHEMBL204,INHIBITOR
CHEMBL16476,PRONETALOL,ADRB2,CHEMBL210,ANTAGONIST
CHEMBL3301581,ABALOPARATIDE,PTH1R,CHEMBL1793,AGONIST
