drug_id,disease_id,disease_name,max_phase,drug_name
CHEMBL2145077,EFO_0000373,congestive heart failure,4.0,IVABRADINE HYDROCHLORIDE
CHEMBL1083993,EFO_0005306,ventricular tachycardia,4.0,AMIODARONE HYDROCHLORIDE
CHEMBL1083993,EFO_0004287,ventricular fibrillation,4.0,AMIODARONE HYDROCHLORIDE
CHEMBL1200758,EFO_0000465,endocarditis,4.0,
CHEMBL1200523,EFO_0000465,endocarditis,4.0,
CHEMBL3707330,EFO_0006911,Chemotherapy-induced nausea and vomiting,4.0,ROLAPITANT HYDROCHLORIDE
CHEMBL1738797,EFO_0003060,non-small cell lung carcinoma,3.0,
CHEMBL413376,DOID_10113,trypanosomiasis,3.0,
CHEMBL3707207,HP_0004419,Recurrent thrombophlebitis,3.0,
CHEMBL361506,DOID_10113,trypanosomiasis,4.0,
CHEMBL361506,EFO_0005044,Leishmaniasis,4.0,
CHEMBL1569,EFO_1001402,postencephalitic Parkinson disease,4.0,AMANTADINE HYDROCHLORIDE
CHEMBL1332032,HP_0004419,Recurrent thrombophlebitis,3.0,
CHEMBL413376,EFO_0005044,Leishmaniasis,3.0,
CHEMBL238804,HP_0004419,Recurrent thrombophlebitis,4.0,SELEXIPAG
CHEMBL266349,HP_0004419,Recurrent thrombophlebitis,4.0,
CHEMBL1139,HP_0004419,Recurrent thrombophlebitis,4.0,
CHEMBL2109204,HP_0004419,Recurrent thrombophlebitis,3.0,NADROPARIN CALCIUM
CHEMBL1257015,HP_0004419,Recurrent thrombophlebitis,4.0,PICOTAMIDE
CHEMBL2108129,HP_0004419,Recurrent thrombophlebitis,4.0,
CHEMBL2108396,HP_0004419,Recurrent thrombophlebitis,3.0,
CHEMBL493982,HP_0004419,Recurrent thrombophlebitis,4.0,
CHEMBL2108481,HP_0004419,Recurrent thrombophlebitis,3.0,
CHEMBL2108086,HP_0004419,Recurrent thrombophlebitis,3.0,
CHEMBL3707365,HP_0004419,Recurrent thrombophlebitis,3.0,
CHEMBL522038,HP_0004419,Recurrent thrombophlebitis,4.0,XIMELAGATRAN
CHEMBL334966,HP_0004419,Recurrent thrombophlebitis,4.0,CANGRELOR
CHEMBL1765292,HP_0004419,Recurrent thrombophlebitis,3.0,
CHEMBL1678,EFO_0001064,Down syndrome,3.0,DONEPEZIL HYDROCHLORIDE
CHEMBL1567,EFO_0003869,breast neoplasm,3.0,SUNITINIB MALATE
CHEMBL1201585,EFO_0003869,breast neoplasm,4.0,TRASTUZUMAB
CHEMBL25,EFO_0003869,breast neoplasm,3.0,
CHEMBL1200374,EFO_0003869,breast neoplasm,4.0,EXEMESTANE
CHEMBL1358,EFO_0003869,breast neoplasm,4.0,FULVESTRANT
CHEMBL1444,EFO_0003869,breast neoplasm,4.0,LETROZOLE
CHEMBL1399,EFO_0003869,breast neoplasm,4.0,ANASTROZOLE
CHEMBL1201583,EFO_0003893,ovarian neoplasm,4.0,BEVACIZUMAB
CHEMBL1431,EFO_0004593,gestational diabetes,3.0,
CHEMBL472,EFO_0004593,gestational diabetes,3.0,
CHEMBL125,EFO_0005044,Leishmaniasis,4.0,
CHEMBL267345,EFO_0005044,Leishmaniasis,3.0,
CHEMBL638,EFO_0007157,aspergillosis,4.0,VORICONAZOLE
CHEMBL1201761,EFO_1000829,bacterial conjunctivitis,4.0,
CHEMBL1747,EFO_1000829,bacterial conjunctivitis,3.0,
CHEMBL1059,EFO_1000877,complex partial epilepsy,3.0,
CHEMBL160,EFO_1000906,dry eye syndrome,3.0,CYCLOSPORINE
CHEMBL1200865,EFO_1000906,dry eye syndrome,4.0,LOTEPREDNOL ETABONATE
CHEMBL1200622,EFO_1001173,secondary hyperparathyroidism,4.0,PARICALCITOL
CHEMBL1873475,EFO_1001469,Mantle cell lymphoma,4.0,IBRUTINIB
CHEMBL1201576,EFO_1001469,Mantle cell lymphoma,3.0,RITUXIMAB
CHEMBL1200640,HP_0001891,Iron deficiency anemia,4.0,
CHEMBL3039545,Orphanet_848,Beta-thalassemia,4.0,
CHEMBL550348,Orphanet_848,Beta-thalassemia,4.0,
CHEMBL428647,EFO_0003869,breast neoplasm,4.0,
CHEMBL3545252,EFO_0003869,breast neoplasm,4.0,
CHEMBL4303669,EFO_0003869,breast neoplasm,3.0,ZOLEDRONIC ACID
CHEMBL409,EFO_0003869,breast neoplasm,3.0,BICALUTAMIDE
CHEMBL1908360,EFO_0003869,breast neoplasm,4.0,EVEROLIMUS
CHEMBL1220,EFO_0003932,bacterial vaginosis,4.0,
CHEMBL1370,EFO_0007486,sinusitis,3.0,BUDESONIDE
CHEMBL87992,EFO_1000877,complex partial epilepsy,3.0,
CHEMBL1697771,EFO_1000906,dry eye syndrome,3.0,
CHEMBL1201284,EFO_1001173,secondary hyperparathyroidism,3.0,
CHEMBL2108597,HP_0001891,Iron deficiency anemia,4.0,
CHEMBL1201867,HP_0001891,Iron deficiency anemia,3.0,
CHEMBL556,Orphanet_848,Beta-thalassemia,3.0,
CHEMBL1631694,DOID_10113,trypanosomiasis,4.0,
CHEMBL1237023,EFO_0003869,breast neoplasm,4.0,DENOSUMAB
CHEMBL1773,EFO_0003869,breast neoplasm,4.0,CAPECITABINE
CHEMBL1683544,EFO_0003869,breast neoplasm,4.0,
CHEMBL103,EFO_0003869,breast neoplasm,3.0,PROGESTERONE
CHEMBL521686,EFO_0003869,breast neoplasm,4.0,
CHEMBL53463,EFO_0003893,ovarian neoplasm,3.0,
CHEMBL422648,EFO_0006505,chronic bronchitis,3.0,
CHEMBL1741,EFO_0006505,chronic bronchitis,4.0,
CHEMBL5315124,EFO_0006505,chronic bronchitis,4.0,
CHEMBL1257070,EFO_0006505,chronic bronchitis,3.0,
CHEMBL1397,EFO_0007157,aspergillosis,4.0,POSACONAZOLE
CHEMBL264241,EFO_0007157,aspergillosis,3.0,ANIDULAFUNGIN
CHEMBL635,EFO_0007486,sinusitis,3.0,PREDNISONE
CHEMBL5315124,EFO_0007486,sinusitis,4.0,
CHEMBL5315124,EFO_1000829,bacterial conjunctivitis,4.0,
CHEMBL4594244,EFO_1000906,dry eye syndrome,3.0,
CHEMBL333950,EFO_1001173,secondary hyperparathyroidism,3.0,
CHEMBL1201182,EFO_1001469,Mantle cell lymphoma,4.0,TEMSIROLIMUS
CHEMBL1201544,HP_0001891,Iron deficiency anemia,4.0,
CHEMBL1220,DOID_1947,trichomoniasis,4.0,
CHEMBL1077896,EFO_0003869,breast neoplasm,3.0,
CHEMBL1200724,EFO_0007214,common cold,4.0,PSEUDOEPHEDRINE HYDROCHLORIDE
CHEMBL1201589,EFO_0007486,sinusitis,3.0,OMALIZUMAB
CHEMBL1351,EFO_1000028,ependymoma,3.0,
CHEMBL31,EFO_1000829,bacterial conjunctivitis,4.0,
CHEMBL1680,EFO_1000852,carcinoid syndrome,3.0,
CHEMBL106,EFO_1001282,Candidemia,3.0,FLUCONAZOLE
CHEMBL79,EFO_1001434,Tendinopathy,4.0,
CHEMBL1200830,HP_0001891,Iron deficiency anemia,3.0,
CHEMBL387675,EFO_0003102,osteomyelitis,3.0,
CHEMBL125,EFO_0005045,visceral Leishmaniasis,4.0,
CHEMBL106,EFO_0007157,aspergillosis,3.0,FLUCONAZOLE
CHEMBL384467,EFO_0007297,HELLP syndrome,3.0,DEXAMETHASONE
CHEMBL848,EFO_1001469,Mantle cell lymphoma,4.0,
CHEMBL1200823,HP_0001891,Iron deficiency anemia,4.0,
CHEMBL1289926,EFO_0000640,papillary renal cell carcinoma,4.0,
CHEMBL262777,EFO_0003035,cellulitis,3.0,
CHEMBL185,EFO_0003869,breast neoplasm,3.0,FLUOROURACIL
CHEMBL1451,EFO_0004212,Keloid,3.0,TRIAMCINOLONE
CHEMBL521,EFO_0007214,common cold,4.0,
CHEMBL21333,EFO_0007486,sinusitis,3.0,PRANLUKAST
CHEMBL44657,EFO_1000028,ependymoma,3.0,
CHEMBL2105637,DOID_7551,gonorrhea,3.0,
CHEMBL723,EFO_0000666,portal hypertension,3.0,
CHEMBL1200574,EFO_0000772,pneumococcal infection,3.0,
CHEMBL3301669,EFO_0003102,osteomyelitis,3.0,
CHEMBL1536,EFO_0003869,breast neoplasm,3.0,ERGOCALCIFEROL
CHEMBL189963,EFO_0003869,breast neoplasm,4.0,
CHEMBL2007641,EFO_0003869,breast neoplasm,4.0,PERTUZUMAB
CHEMBL1082,EFO_0006505,chronic bronchitis,3.0,
CHEMBL2108525,HP_0001891,Iron deficiency anemia,3.0,
CHEMBL1747,EFO_0001076,Pseudomonas infection,3.0,
CHEMBL180022,EFO_0003869,breast neoplasm,3.0,NERATINIB
CHEMBL1201631,EFO_0004593,gestational diabetes,3.0,INSULIN HUMAN
CHEMBL2206196,EFO_0005045,visceral Leishmaniasis,3.0,
CHEMBL3545181,EFO_0006505,chronic bronchitis,4.0,TIOTROPIUM BROMIDE
CHEMBL600,EFO_0007214,common cold,3.0,
CHEMBL1741,EFO_0007486,sinusitis,4.0,
CHEMBL1200402,EFO_1000013,Prinzmetal's angina,4.0,
CHEMBL515,EFO_0000220,acute lymphoblastic leukemia,4.0,
CHEMBL1863514,EFO_0000220,acute lymphoblastic leukemia,4.0,
CHEMBL131,EFO_0000274,atopic eczema,4.0,PREDNISOLONE
CHEMBL1650,EFO_0000274,atopic eczema,4.0,CORTISONE ACETATE
CHEMBL1951143,EFO_0000319,cardiovascular disease,3.0,
CHEMBL1560,EFO_0000319,cardiovascular disease,4.0,CAPTOPRIL
CHEMBL1874750,EFO_0000319,cardiovascular disease,4.0,
CHEMBL435,EFO_0000319,cardiovascular disease,4.0,HYDROCHLOROTHIAZIDE
CHEMBL2108358,EFO_0000319,cardiovascular disease,3.0,
CHEMBL1095097,EFO_0000319,cardiovascular disease,4.0,EPLERENONE
CHEMBL232201,EFO_0000319,cardiovascular disease,4.0,BENZIODARONE
CHEMBL1751,EFO_0000319,cardiovascular disease,4.0,
CHEMBL404849,EFO_0000319,cardiovascular disease,4.0,
CHEMBL1200711,EFO_0000319,cardiovascular disease,4.0,
CHEMBL1201753,EFO_0000319,cardiovascular disease,4.0,
CHEMBL477,EFO_0000319,cardiovascular disease,4.0,
CHEMBL1592,EFO_0000319,cardiovascular disease,4.0,
CHEMBL24072,EFO_0000319,cardiovascular disease,4.0,PRENYLAMINE
CHEMBL635,EFO_0000384,Crohn's disease,4.0,PREDNISONE
CHEMBL471498,EFO_0000400,diabetes mellitus,3.0,
CHEMBL1431,EFO_0000400,diabetes mellitus,4.0,
CHEMBL3545181,EFO_0000464,emphysema,4.0,TIOTROPIUM BROMIDE
CHEMBL2105743,EFO_0000464,emphysema,4.0,OLODATEROL HYDROCHLORIDE
CHEMBL1473,EFO_0000464,emphysema,4.0,FLUTICASONE PROPIONATE
CHEMBL289480,EFO_0000537,hypertension,4.0,RILMENIDINE
CHEMBL1472989,EFO_0000537,hypertension,4.0,BISOPROLOL FUMARATE
CHEMBL459,EFO_0000537,hypertension,4.0,
CHEMBL1671,EFO_0000537,hypertension,4.0,PROPRANOLOL HYDROCHLORIDE
CHEMBL1542,EFO_0000540,immune system disease,4.0,AZATHIOPRINE
CHEMBL160,EFO_0000540,immune system disease,4.0,CYCLOSPORINE
CHEMBL866,EFO_0000540,immune system disease,4.0,
CHEMBL1201834,EFO_0000540,immune system disease,4.0,CANAKINUMAB
CHEMBL514800,EFO_0000540,immune system disease,4.0,
CHEMBL1082,EFO_0000544,infection,4.0,
CHEMBL1569,EFO_0000544,infection,4.0,AMANTADINE HYDROCHLORIDE
CHEMBL1741,EFO_0000544,infection,4.0,
CHEMBL22,EFO_0000544,infection,4.0,TRIMETHOPRIM
CHEMBL1434,EFO_0000544,infection,4.0,
CHEMBL1200503,EFO_0000545,infertility,4.0,
CHEMBL1650,EFO_0000574,lymphoma,4.0,CORTISONE ACETATE
CHEMBL4208954,EFO_0000584,infectious meningitis,4.0,
CHEMBL1069,EFO_0000612,myocardial infarction,4.0,VALSARTAN
CHEMBL2007641,EFO_0000616,neoplasm,4.0,PERTUZUMAB
CHEMBL1201576,EFO_0000616,neoplasm,4.0,RITUXIMAB
CHEMBL1742982,EFO_0000616,neoplasm,4.0,AFLIBERCEPT
CHEMBL803,EFO_0000616,neoplasm,4.0,
CHEMBL1908391,EFO_0000616,neoplasm,4.0,
CHEMBL1789844,EFO_0000616,neoplasm,4.0,IPILIMUMAB
CHEMBL1580,EFO_0000616,neoplasm,4.0,PENTOSTATIN
CHEMBL1455,EFO_0000616,neoplasm,4.0,
CHEMBL384467,EFO_0000676,psoriasis,4.0,DEXAMETHASONE
CHEMBL2021430,EFO_0000685,rheumatoid arthritis,4.0,DEXAMETHASONE SODIUM PHOSPHATE
CHEMBL2021430,EFO_0000729,ulcerative colitis,4.0,DEXAMETHASONE SODIUM PHOSPHATE
CHEMBL384467,EFO_0000729,ulcerative colitis,4.0,DEXAMETHASONE
CHEMBL635,EFO_0000729,ulcerative colitis,4.0,PREDNISONE
CHEMBL788,EFO_0000763,viral disease,4.0,
CHEMBL1201014,EFO_0000768,idiopathic pulmonary fibrosis,4.0,PREDNISOLONE SODIUM PHOSPHATE
CHEMBL58510,EFO_0001068,malaria,4.0,
CHEMBL1637,EFO_0001075,ovarian carcinoma,4.0,
CHEMBL2021430,EFO_0002609,juvenile idiopathic arthritis,4.0,DEXAMETHASONE SODIUM PHOSPHATE
CHEMBL2103868,EFO_0002892,thyroid carcinoma,4.0,CABOZANTINIB S-MALATE
CHEMBL1112,EFO_0003015,aggressive behavior,4.0,ARIPIPRAZOLE
CHEMBL635,EFO_0003063,polymyositis,4.0,PREDNISONE
CHEMBL1201018,EFO_0003103,urinary tract infection,4.0,
CHEMBL1082,EFO_0003103,urinary tract infection,4.0,
CHEMBL1201018,EFO_0003106,pneumonia,4.0,
CHEMBL1650,EFO_0003106,pneumonia,4.0,CORTISONE ACETATE
CHEMBL3184512,EFO_0003106,pneumonia,4.0,
CHEMBL1200558,EFO_0003106,pneumonia,4.0,
CHEMBL2021430,EFO_0003106,pneumonia,4.0,DEXAMETHASONE SODIUM PHOSPHATE
CHEMBL1200523,EFO_0003830,prostatitis,4.0,
CHEMBL16073,EFO_0003843,pain,4.0,
CHEMBL1697856,EFO_0003843,pain,4.0,
CHEMBL1718,EFO_0003843,pain,4.0,
CHEMBL435,EFO_0003884,chronic kidney disease,4.0,HYDROCHLOROTHIAZIDE
CHEMBL1201192,EFO_0003888,attention deficit hyperactivity disorder,4.0,ARMODAFINIL
CHEMBL511142,EFO_0003890,drug dependence,4.0,BUPRENORPHINE
CHEMBL1200370,EFO_0003894,acne,4.0,
CHEMBL986,EFO_0003894,acne,4.0,
CHEMBL1723241,EFO_0003894,acne,4.0,SULFACETAMIDE SODIUM
CHEMBL2021430,EFO_0003898,ankylosing spondylitis,4.0,DEXAMETHASONE SODIUM PHOSPHATE
CHEMBL137,EFO_0003932,bacterial vaginosis,4.0,
CHEMBL635,EFO_0003956,seasonal allergic rhinitis,4.0,PREDNISONE
CHEMBL1691,EFO_0004190,open-angle glaucoma,4.0,BETAXOLOL HYDROCHLORIDE
CHEMBL922,EFO_0004197,hepatitis B virus infection,4.0,ADEFOVIR DIPIVOXIL
CHEMBL922,EFO_0004239,chronic hepatitis B virus infection,4.0,ADEFOVIR DIPIVOXIL
CHEMBL141,EFO_0004239,chronic hepatitis B virus infection,4.0,LAMIVUDINE
CHEMBL1075,EFO_0004269,cardiac arrhythmia,4.0,
CHEMBL1762,EFO_0004269,cardiac arrhythmia,4.0,
CHEMBL635,EFO_0004274,gout,4.0,PREDNISONE
CHEMBL384467,EFO_0004274,gout,4.0,DEXAMETHASONE
CHEMBL384467,EFO_0004276,Stevens-Johnson syndrome,4.0,DEXAMETHASONE
CHEMBL1200930,EFO_0004607,duodenal ulcer,4.0,
CHEMBL2021430,EFO_0004719,pemphigus vulgaris,4.0,DEXAMETHASONE SODIUM PHOSPHATE
CHEMBL54,EFO_0004895,Tourette syndrome,4.0,HALOPERIDOL
CHEMBL1201018,EFO_0004992,Otitis media,4.0,
CHEMBL1541,EFO_0004992,Otitis media,4.0,
CHEMBL131,EFO_0005319,contact dermatitis,4.0,PREDNISOLONE
CHEMBL384467,EFO_0005319,contact dermatitis,4.0,DEXAMETHASONE
CHEMBL6066864,EFO_0005407,psychosis,3.0,
CHEMBL1200467,EFO_0005531,urticaria,4.0,HYDROXYZINE PAMOATE
CHEMBL2021430,EFO_0005558,hemolytic anemia,4.0,DEXAMETHASONE SODIUM PHOSPHATE
CHEMBL635,EFO_0005558,hemolytic anemia,4.0,PREDNISONE
CHEMBL2106613,EFO_0005753,ocular vascular disease,3.0,
CHEMBL15870,EFO_0005755,rheumatic disease,4.0,
CHEMBL509,EFO_0005755,rheumatic disease,4.0,
CHEMBL154,EFO_0005755,rheumatic disease,4.0,
CHEMBL6,EFO_0005755,rheumatic disease,4.0,
CHEMBL571,EFO_0005755,rheumatic disease,4.0,
CHEMBL865,EFO_0005755,rheumatic disease,4.0,VALDECOXIB
CHEMBL521,EFO_0005755,rheumatic disease,4.0,
CHEMBL454446,EFO_0006505,chronic bronchitis,4.0,
CHEMBL184,EFO_0006510,Herpes Zoster,4.0,
CHEMBL1200399,EFO_0006788,anxiety disorder,4.0,BUSPIRONE HYDROCHLORIDE
CHEMBL1200322,EFO_0006788,anxiety disorder,4.0,ESCITALOPRAM OXALATE
CHEMBL661,EFO_0006788,anxiety disorder,4.0,
CHEMBL1719,EFO_0007141,allergic conjunctivitis,4.0,OLOPATADINE HYDROCHLORIDE
CHEMBL1200809,EFO_0007141,allergic conjunctivitis,4.0,AZELASTINE HYDROCHLORIDE
CHEMBL184,EFO_0007204,chickenpox,4.0,
CHEMBL267345,EFO_0007228,cryptococcal meningitis,4.0,
CHEMBL2021430,EFO_0007257,eosinophilic pneumonia,4.0,DEXAMETHASONE SODIUM PHOSPHATE
CHEMBL184,EFO_0007282,genital herpes,4.0,
CHEMBL880,EFO_0007282,genital herpes,4.0,
CHEMBL3184791,EFO_0007291,granuloma inguinale,4.0,
CHEMBL267345,EFO_0007310,histoplasmosis,4.0,
CHEMBL131,EFO_0007403,ophthalmic herpes zoster,4.0,PREDNISOLONE
CHEMBL1450,EFO_0007448,pneumocystosis,4.0,ATOVAQUONE
CHEMBL384467,EFO_1000039,meningeal tuberculosis,4.0,DEXAMETHASONE
CHEMBL1650,EFO_1000039,meningeal tuberculosis,4.0,CORTISONE ACETATE
CHEMBL2021430,EFO_1000039,meningeal tuberculosis,4.0,DEXAMETHASONE SODIUM PHOSPHATE
CHEMBL3140361,EFO_1000049,pulmonary tuberculosis,4.0,ETHAMBUTOL HYDROCHLORIDE
CHEMBL374478,EFO_1000049,pulmonary tuberculosis,4.0,
CHEMBL1650,EFO_1000684,dermatitis herpetiformis,4.0,CORTISONE ACETATE
CHEMBL2021430,EFO_1000694,erythema multiforme,4.0,DEXAMETHASONE SODIUM PHOSPHATE
CHEMBL1650,EFO_1000694,erythema multiforme,4.0,CORTISONE ACETATE
CHEMBL384467,EFO_1000694,erythema multiforme,4.0,DEXAMETHASONE
CHEMBL1238,EFO_1000760,rosacea,4.0,
CHEMBL20,EFO_1000782,altitude sickness,4.0,ACETAZOLAMIDE
CHEMBL1200758,EFO_1000831,bacterial meningitis,4.0,
CHEMBL131,EFO_1000941,frozen shoulder,4.0,PREDNISOLONE
CHEMBL1650,EFO_1000941,frozen shoulder,4.0,CORTISONE ACETATE
CHEMBL2021430,EFO_1000997,iritis,4.0,DEXAMETHASONE SODIUM PHOSPHATE
CHEMBL131,EFO_1000997,iritis,4.0,PREDNISOLONE
CHEMBL1200963,EFO_1001069,ocular hypertension,4.0,BIMATOPROST
CHEMBL386630,EFO_1001078,orchitis,4.0,TESTOSTERONE
CHEMBL1650,EFO_1001119,posterior uveitis,4.0,CORTISONE ACETATE
CHEMBL2021430,EFO_1001205,sympathetic ophthalmia,4.0,DEXAMETHASONE SODIUM PHOSPHATE
CHEMBL108,EFO_1001219,trigeminal neuralgia,4.0,
CHEMBL3184512,EFO_1001312,Endometritis,4.0,
CHEMBL1201110,EFO_1001347,Herpes Labialis,4.0,
CHEMBL1200806,EFO_1001434,Tendinopathy,4.0,
CHEMBL1650,EFO_1001435,tenosynovitis,4.0,CORTISONE ACETATE
CHEMBL2021430,EFO_1001435,tenosynovitis,4.0,DEXAMETHASONE SODIUM PHOSPHATE
CHEMBL3184791,EFO_1001444,Tularemia,4.0,
CHEMBL1626,HP_0000989,Pruritus,4.0,
CHEMBL741,HP_0001250,Seizure,4.0,
CHEMBL2021430,HP_0001873,Thrombocytopenia,4.0,DEXAMETHASONE SODIUM PHOSPHATE
CHEMBL1672054,HP_0002018,Nausea,3.0,
CHEMBL1414320,HP_0002829,Arthralgia,4.0,
CHEMBL1200668,HP_0002901,Hypocalcemia,4.0,
CHEMBL846,HP_0002901,Hypocalcemia,4.0,CALCITRIOL
CHEMBL393220,HP_0003119,Abnormal circulating lipid concentration,4.0,ATORVASTATIN CALCIUM
CHEMBL19449,HP_0006536,Airway obstruction,4.0,IBUDILAST
CHEMBL32800,HP_0006536,Airway obstruction,4.0,FENOTEROL
CHEMBL21333,HP_0006536,Airway obstruction,4.0,PRANLUKAST
CHEMBL1201213,HP_0006536,Airway obstruction,4.0,
CHEMBL2021430,MP_0001845,inflammation,4.0,DEXAMETHASONE SODIUM PHOSPHATE
CHEMBL635,EFO_0000274,atopic eczema,4.0,PREDNISONE
CHEMBL645,EFO_0000319,cardiovascular disease,4.0,
CHEMBL189,EFO_0000319,cardiovascular disease,4.0,
CHEMBL267744,EFO_0000319,cardiovascular disease,4.0,
CHEMBL77622,EFO_0000319,cardiovascular disease,4.0,
CHEMBL452076,EFO_0000319,cardiovascular disease,3.0,
CHEMBL1201668,EFO_0000319,cardiovascular disease,4.0,NESIRITIDE
CHEMBL13,EFO_0000319,cardiovascular disease,4.0,
CHEMBL12856,EFO_0000319,cardiovascular disease,4.0,
CHEMBL730,EFO_0000319,cardiovascular disease,4.0,
CHEMBL1755,EFO_0000319,cardiovascular disease,4.0,
CHEMBL1168,EFO_0000319,cardiovascular disease,4.0,RAMIPRIL
CHEMBL1237132,EFO_0000319,cardiovascular disease,4.0,
CHEMBL488280,EFO_0000319,cardiovascular disease,3.0,
CHEMBL3707352,EFO_0000319,cardiovascular disease,4.0,
CHEMBL2074972,EFO_0000319,cardiovascular disease,3.0,
CHEMBL15768,EFO_0000319,cardiovascular disease,4.0,
CHEMBL1201014,EFO_0000341,chronic obstructive pulmonary disease,4.0,PREDNISOLONE SODIUM PHOSPHATE
CHEMBL131,EFO_0000384,Crohn's disease,4.0,PREDNISOLONE
CHEMBL131,EFO_0000398,dermatomyositis,4.0,PREDNISOLONE
CHEMBL551466,EFO_0000464,emphysema,4.0,ACLIDINIUM BROMIDE
CHEMBL1082607,EFO_0000464,emphysema,4.0,SALMETEROL XINAFOATE
CHEMBL607400,EFO_0000474,epilepsy,4.0,BRIVARACETAM
CHEMBL2087003,EFO_0000474,epilepsy,3.0,
CHEMBL1237022,EFO_0000540,immune system disease,4.0,TOCILIZUMAB
CHEMBL1256391,EFO_0000540,immune system disease,4.0,
CHEMBL468,EFO_0000540,immune system disease,4.0,
CHEMBL1201830,EFO_0000540,immune system disease,4.0,RILONACEPT
CHEMBL1201823,EFO_0000540,immune system disease,4.0,ABATACEPT
CHEMBL4208954,EFO_0000544,infection,4.0,
CHEMBL131,EFO_0000574,lymphoma,4.0,PREDNISOLONE
CHEMBL1200402,EFO_0000612,myocardial infarction,4.0,
CHEMBL1201255,EFO_0000616,neoplasm,4.0,
CHEMBL1742992,EFO_0000616,neoplasm,4.0,BLINATUMOMAB
CHEMBL408513,EFO_0000616,neoplasm,4.0,
CHEMBL12948,EFO_0000616,neoplasm,3.0,
CHEMBL1743047,EFO_0000616,neoplasm,4.0,NECITUMUMAB
CHEMBL105,EFO_0000616,neoplasm,4.0,
CHEMBL1977579,EFO_0000616,neoplasm,4.0,
CHEMBL806,EFO_0000616,neoplasm,4.0,FLUTAMIDE
CHEMBL1366,EFO_0000685,rheumatoid arthritis,4.0,
CHEMBL1200467,EFO_0000701,skin disease,4.0,HYDROXYZINE PAMOATE
CHEMBL515408,EFO_0000763,viral disease,4.0,MARIBAVIR
CHEMBL256907,EFO_0000763,viral disease,4.0,MARAVIROC
CHEMBL204656,EFO_0000763,viral disease,4.0,ELVITEGRAVIR
CHEMBL1256391,EFO_0000768,idiopathic pulmonary fibrosis,4.0,
CHEMBL1213251,EFO_0001073,obesity,4.0,
CHEMBL1863513,EFO_0002496,actinic keratosis,4.0,
CHEMBL1650,EFO_0002609,juvenile idiopathic arthritis,4.0,CORTISONE ACETATE
CHEMBL131,EFO_0002609,juvenile idiopathic arthritis,4.0,PREDNISOLONE
CHEMBL384467,EFO_0002609,juvenile idiopathic arthritis,4.0,DEXAMETHASONE
CHEMBL1650,EFO_0003778,psoriatic arthritis,4.0,CORTISONE ACETATE
CHEMBL635,EFO_0003898,ankylosing spondylitis,4.0,PREDNISONE
CHEMBL1790041,EFO_0003948,gastroesophageal reflux disease,4.0,RANITIDINE
CHEMBL2021430,EFO_0003956,seasonal allergic rhinitis,4.0,DEXAMETHASONE SODIUM PHOSPHATE
CHEMBL1201002,EFO_0004190,open-angle glaucoma,4.0,
CHEMBL1650,EFO_0004255,nephrotic syndrome,4.0,CORTISONE ACETATE
CHEMBL1200467,EFO_0004257,neurotic disorder,4.0,HYDROXYZINE PAMOATE
CHEMBL2021430,EFO_0004274,gout,4.0,DEXAMETHASONE SODIUM PHOSPHATE
CHEMBL1200940,EFO_0004888,post operative nausea and vomiting,4.0,METOCLOPRAMIDE HYDROCHLORIDE
CHEMBL2368924,EFO_0004888,post operative nausea and vomiting,4.0,DOLASETRON MESYLATE
CHEMBL635,EFO_0005319,contact dermatitis,4.0,PREDNISONE
CHEMBL1088,EFO_0005407,psychosis,4.0,
CHEMBL599,EFO_0005755,rheumatic disease,4.0,MELOXICAM
CHEMBL1452696,EFO_0005755,rheumatic disease,4.0,
CHEMBL1201110,EFO_0007204,chickenpox,4.0,
CHEMBL1200503,EFO_0007319,hyperprolactinemia,4.0,
CHEMBL267345,EFO_0007380,mucormycosis,4.0,
CHEMBL1650,EFO_0007403,ophthalmic herpes zoster,4.0,CORTISONE ACETATE
CHEMBL267345,EFO_0007494,sporotrichosis,4.0,
CHEMBL2021430,EFO_0007520,trichinosis,4.0,DEXAMETHASONE SODIUM PHOSPHATE
CHEMBL1200809,EFO_0007533,vasomotor rhinitis,4.0,AZELASTINE HYDROCHLORIDE
CHEMBL1650,EFO_1000049,pulmonary tuberculosis,4.0,CORTISONE ACETATE
CHEMBL2021430,EFO_1000049,pulmonary tuberculosis,4.0,DEXAMETHASONE SODIUM PHOSPHATE
CHEMBL131,EFO_1000684,dermatitis herpetiformis,4.0,PREDNISOLONE
CHEMBL2021430,EFO_1000845,brain edema,4.0,DEXAMETHASONE SODIUM PHOSPHATE
CHEMBL2021430,EFO_1000941,frozen shoulder,4.0,DEXAMETHASONE SODIUM PHOSPHATE
CHEMBL386630,EFO_1001006,Klinefelter's syndrome,4.0,TESTOSTERONE
CHEMBL384467,EFO_1001051,mycosis fungoides,4.0,DEXAMETHASONE
CHEMBL220491,EFO_1001069,ocular hypertension,4.0,BRINZOLAMIDE
CHEMBL1200389,EFO_1001069,ocular hypertension,4.0,
CHEMBL1200748,EFO_1001175,secondary Parkinson disease,4.0,CARBIDOPA
CHEMBL635,EFO_1001435,tenosynovitis,4.0,PREDNISONE
CHEMBL325041,EFO_1001469,Mantle cell lymphoma,3.0,
CHEMBL1200467,HP_0000989,Pruritus,4.0,HYDROXYZINE PAMOATE
CHEMBL4594244,HP_0001742,Nasal congestion,4.0,
