drug_id,disease_id,disease_name,max_phase,drug_name
CHEMBL417,EFO_0003897,stomach neoplasm,3.0,
CHEMBL417,MONDO_0015459,nasopharyngeal carcinoma,3.0,
CHEMBL1496,EFO_0003095,non-alcoholic fatty liver disease,3.0,
CHEMBL1496,HP_0002140,Ischemic stroke,3.0,
CHEMBL1496,MONDO_0005575,colorectal cancer,3.0,
CHEMBL70,EFO_0000565,leukemia,3.0,
CHEMBL1900528,MONDO_0004979,asthma,3.0,
CHEMBL1630578,MONDO_0043797,spinal cord injury,3.0,
CHEMBL481,EFO_1001950,colon carcinoma,3.0,
CHEMBL481,MONDO_0005184,pancreatic ductal adenocarcinoma,3.0,
CHEMBL481,MONDO_0005575,colorectal cancer,3.0,
CHEMBL90555,EFO_1000028,ependymoma,3.0,
CHEMBL90555,MONDO_0021637,low grade glioma,3.0,
CHEMBL553025,EFO_0000305,breast carcinoma,3.0,
CHEMBL1429,EFO_0003843,pain,3.0,
CHEMBL894,EFO_0003761,major depressive disorder,4.0,
CHEMBL830,EFO_0000616,neoplasm,3.0,
CHEMBL830,MONDO_0005575,colorectal cancer,3.0,
CHEMBL90,MONDO_0044212,chronic idiopathic urticaria,3.0,
CHEMBL742,EFO_0003761,major depressive disorder,3.0,
CHEMBL742,EFO_0003818,lung disease,3.0,
CHEMBL742,EFO_0007490,spinal stenosis,3.0,
CHEMBL23,EFO_0004269,cardiac arrhythmia,3.0,
CHEMBL11,MONDO_0002009,major depressive disorder,4.0,
CHEMBL1492500,MONDO_0002009,major depressive disorder,4.0,DOTHIEPIN
CHEMBL1201199,EFO_0000305,breast carcinoma,3.0,
CHEMBL1201199,MONDO_0001572,leiomyoma,3.0,
CHEMBL192,EFO_1000657,rectum cancer,3.0,
CHEMBL629,EFO_0003761,major depressive disorder,3.0,
CHEMBL601,EFO_1000453,Paraganglioma,3.0,
CHEMBL415,MONDO_0002009,major depressive disorder,4.0,
CHEMBL1000,MONDO_0100096,COVID-19,3.0,
CHEMBL578,EFO_0000574,lymphoma,3.0,
CHEMBL578,EFO_0001642,lymphoid neoplasm,3.0,
CHEMBL578,EFO_0001645,coronary artery disease,3.0,
CHEMBL768,EFO_1000637,acute respiratory distress syndrome,3.0,
CHEMBL768,EFO_1000859,cerebral arterial disease,3.0,
CHEMBL1628227,MONDO_0002009,major depressive disorder,4.0,DOXEPIN
CHEMBL1544,EFO_0003761,major depressive disorder,3.0,
CHEMBL445,MONDO_0002009,major depressive disorder,4.0,
CHEMBL623,MONDO_0002009,major depressive disorder,4.0,
CHEMBL1215,EFO_0009552,hemorrhoid,4.0,
CHEMBL370753,MONDO_0002009,major depressive disorder,3.0,
CHEMBL558,MONDO_0008056,myotonic dystrophy type 1,3.0,
CHEMBL58,EFO_0000095,chronic lymphocytic leukemia,3.0,
CHEMBL58,EFO_0000196,metastatic prostate cancer,3.0,
CHEMBL58,EFO_0000220,acute lymphoblastic leukemia,3.0,
CHEMBL58,EFO_0000224,acute promyelocytic leukemia,3.0,
CHEMBL58,EFO_0000565,leukemia,3.0,
CHEMBL58,EFO_0000673,prostate adenocarcinoma,3.0,
CHEMBL58,EFO_0001663,prostate carcinoma,3.0,
CHEMBL58,EFO_0008522,secondary progressive multiple sclerosis,3.0,
CHEMBL58,MONDO_0000873,lymphoblastic lymphoma,3.0,
CHEMBL58,MONDO_0004992,cancer,4.0,
CHEMBL58,MONDO_0008315,prostate cancer,3.0,
CHEMBL58,MONDO_0018906,follicular lymphoma,3.0,
CHEMBL1201212,MONDO_0043797,spinal cord injury,3.0,
CHEMBL6437,MONDO_0002009,major depressive disorder,4.0,
CHEMBL121,EFO_0000319,cardiovascular disease,3.0,ROSIGLITAZONE
CHEMBL668,MONDO_0002009,major depressive disorder,4.0,
CHEMBL49,EFO_1001892,generalized anxiety disorder,3.0,
CHEMBL1089,MONDO_0002009,major depressive disorder,4.0,
CHEMBL553,MONDO_0005575,colorectal cancer,3.0,
CHEMBL273575,MONDO_0002009,major depressive disorder,4.0,
CHEMBL761,EFO_0000684,respiratory system disease,3.0,
CHEMBL595,EFO_0000764,HIV infection,3.0,
CHEMBL655,EFO_0003818,lung disease,3.0,
CHEMBL27,EFO_0001645,coronary artery disease,3.0,
CHEMBL27,EFO_0003777,heart disease,3.0,
CHEMBL27,EFO_0004269,cardiac arrhythmia,3.0,
CHEMBL716,EFO_0003761,major depressive disorder,3.0,
CHEMBL83,EFO_0000432,breast ductal carcinoma in situ,3.0,
CHEMBL83,EFO_0000536,hyperplasia,3.0,
CHEMBL83,EFO_0000537,hypertension,3.0,
CHEMBL83,EFO_0000545,infertility,3.0,
CHEMBL83,EFO_0001075,ovarian carcinoma,3.0,
CHEMBL83,EFO_0001645,coronary artery disease,3.0,
CHEMBL83,EFO_0003869,breast neoplasm,3.0,
CHEMBL83,EFO_0006861,male breast carcinoma,3.0,
CHEMBL83,EFO_0009708,metastasis,3.0,
CHEMBL83,EFO_1000251,Fallopian Tube Carcinoma,3.0,
CHEMBL83,EFO_1001375,Myocardial Ischemia,3.0,
CHEMBL83,GO_0042697,menopause,3.0,
CHEMBL83,HP_0031217,Hot flashes,3.0,
CHEMBL83,HP_0100543,Cognitive impairment,3.0,
CHEMBL83,MONDO_0002087,peritoneum cancer,3.0,
CHEMBL83,MONDO_0004992,cancer,4.0,
CHEMBL83,MONDO_0008170,ovarian cancer,3.0,
CHEMBL83,MONDO_0008315,prostate cancer,3.0,
CHEMBL83,MONDO_0010679,Duchenne muscular dystrophy,3.0,
CHEMBL1117,EFO_0000200,plasma cell neoplasm,3.0,
CHEMBL621,MONDO_0002009,major depressive disorder,4.0,
CHEMBL2110816,MONDO_0002009,major depressive disorder,4.0,
CHEMBL87493,MONDO_0016532,Lennox-Gastaut syndrome,3.0,
CHEMBL753,EFO_0000239,adrenal gland pheochromocytoma,3.0,
CHEMBL753,EFO_1000453,Paraganglioma,3.0,
CHEMBL1771,EFO_0000341,chronic obstructive pulmonary disease,3.0,
CHEMBL1771,EFO_0001365,age-related macular degeneration,3.0,
CHEMBL1771,EFO_0002618,pancreatic carcinoma,3.0,
CHEMBL1771,EFO_1000359,Malignant Pancreatic Neoplasm,3.0,
CHEMBL1771,MONDO_0024327,chronic renal failure syndrome,3.0,
CHEMBL633,EFO_0003777,heart disease,3.0,
CHEMBL46740,GO_0042697,menopause,3.0,
CHEMBL87708,MONDO_0002009,major depressive disorder,4.0,
CHEMBL110094,MONDO_0002009,major depressive disorder,3.0,
CHEMBL469,MONDO_0005178,osteoarthritis,3.0,
CHEMBL469,MONDO_0007254,breast cancer,3.0,
CHEMBL651,MONDO_0004456,cocaine abuse,3.0,
CHEMBL809,EFO_0003761,major depressive disorder,4.0,
CHEMBL916,EFO_0003914,atherosclerosis,3.0,
CHEMBL95889,MONDO_0002009,major depressive disorder,4.0,
CHEMBL895,EFO_0009267,delirium,3.0,
CHEMBL814,MONDO_0002009,major depressive disorder,4.0,
CHEMBL1437,EFO_0000712,stroke,3.0,
CHEMBL1201766,EFO_0000275,atrial fibrillation,3.0,
CHEMBL1201766,EFO_0000537,hypertension,3.0,
CHEMBL1201766,EFO_0000694,severe acute respiratory syndrome,3.0,
CHEMBL1201766,EFO_0000712,stroke,3.0,
CHEMBL1201766,EFO_0000713,subarachnoid hemorrhage,3.0,
CHEMBL1201766,EFO_0001073,obesity,3.0,
CHEMBL1201766,EFO_0001422,cirrhosis of liver,3.0,
CHEMBL1201766,EFO_0002687,ischemia reperfusion injury,3.0,
CHEMBL1201766,EFO_0003777,heart disease,3.0,
CHEMBL1201766,EFO_0003843,pain,3.0,
CHEMBL1201766,EFO_0007355,male reproductive organ cancer,3.0,
CHEMBL1201766,EFO_0008526,status epilepticus,3.0,
CHEMBL1201766,EFO_0009267,delirium,3.0,
CHEMBL1201766,EFO_1000637,acute respiratory distress syndrome,3.0,
CHEMBL1201766,HP_0000989,Pruritus,3.0,
CHEMBL1201766,HP_0002093,Respiratory insufficiency,3.0,
CHEMBL1201766,HP_0003418,Back pain,3.0,
CHEMBL1201766,MONDO_0043510,brain injury,3.0,
CHEMBL1201772,MONDO_0024327,chronic renal failure syndrome,3.0,
CHEMBL1199324,EFO_1001331,"Genital neoplasm, female",3.0,
CHEMBL1199324,HP_0002018,Nausea,3.0,
CHEMBL6067492,EFO_0000180,HIV-1 infection,3.0,
CHEMBL6067492,EFO_0000183,Hodgkins lymphoma,3.0,
CHEMBL6067492,EFO_0000403,diffuse large B-cell lymphoma,3.0,
CHEMBL6067492,EFO_0000574,lymphoma,3.0,
CHEMBL6067492,MONDO_0001370,pericardial effusion,3.0,
CHEMBL6067492,MONDO_0004992,cancer,4.0,
CHEMBL6067492,MONDO_0008170,ovarian cancer,3.0,
CHEMBL6067492,MONDO_0009348,classic Hodgkin lymphoma,3.0,
CHEMBL6067492,MONDO_0021657,ovarian sex cord-stromal tumor,3.0,
CHEMBL1908841,MONDO_0005575,colorectal cancer,4.0,
CHEMBL787,EFO_0003894,acne,3.0,
CHEMBL2219415,EFO_0003833,brain neoplasm,3.0,
CHEMBL2219415,EFO_0009386,central nervous system disease,3.0,
CHEMBL1256786,EFO_0000464,emphysema,3.0,
CHEMBL1256786,EFO_0009661,bronchitis,3.0,
CHEMBL1256786,HP_0002110,Bronchiectasis,3.0,
CHEMBL3989843,MONDO_0002009,major depressive disorder,4.0,
CHEMBL2021423,EFO_0000278,pancreatitis,3.0,
CHEMBL2021423,EFO_0000341,chronic obstructive pulmonary disease,3.0,
CHEMBL2021423,EFO_0000712,stroke,3.0,
CHEMBL2021423,EFO_0003843,pain,3.0,
CHEMBL2021423,EFO_0007442,placenta praevia,3.0,
CHEMBL2021423,EFO_0008546,poisoning,3.0,
CHEMBL2021423,EFO_0009505,head injury,3.0,
CHEMBL2021423,EFO_1000632,cerebral palsy,3.0,
CHEMBL2021423,EFO_1001101,periventricular leukomalacia,3.0,
CHEMBL2021423,EFO_1001134,pulmonary edema,3.0,
CHEMBL2021423,EFO_1001754,Abruptio Placentae,3.0,
CHEMBL2021423,MONDO_0002258,pharyngitis,3.0,
CHEMBL2021423,MONDO_0011382,sickle cell anemia,3.0,
CHEMBL2021423,MONDO_0043510,brain injury,3.0,
CHEMBL2021423,MONDO_0100342,malignant glioma,3.0,
CHEMBL2021423,MP_0001914,hemorrhage,3.0,
CHEMBL6067485,EFO_0003917,premature birth,3.0,
CHEMBL3989767,GO_0042697,menopause,3.0,CALCITONIN SALMON
CHEMBL3989767,MONDO_0000837,bone resorption disease,4.0,CALCITONIN SALMON
CHEMBL1201625,EFO_0001645,coronary artery disease,3.0,
CHEMBL1201625,EFO_0003777,heart disease,3.0,
CHEMBL1201625,EFO_0009189,hyperthyroidism,3.0,
CHEMBL1201466,GO_0042697,menopause,4.0,
CHEMBL1201539,EFO_0004593,gestational diabetes,3.0,INSULIN PORK
CHEMBL1201539,HP_0003074,Hyperglycemia,3.0,INSULIN PORK
CHEMBL1201545,EFO_0000400,diabetes mellitus,3.0,INSULIN SUSP ISOPHANE BEEF
CHEMBL1201479,MONDO_0005575,colorectal cancer,3.0,
CHEMBL1795072,EFO_0003843,pain,4.0,ZICONOTIDE ACETATE
CHEMBL1200496,EFO_0000319,cardiovascular disease,3.0,
CHEMBL1200496,EFO_0001645,coronary artery disease,3.0,
CHEMBL1200496,EFO_1001139,pulpitis,3.0,
CHEMBL1200496,GO_0042697,menopause,3.0,
CHEMBL1200496,MONDO_0005575,colorectal cancer,3.0,
CHEMBL1082407,EFO_0000305,breast carcinoma,3.0,ENZALUTAMIDE
CHEMBL1082407,MONDO_0021259,prostate neoplasm,4.0,ENZALUTAMIDE
CHEMBL1200501,EFO_0000196,metastatic prostate cancer,3.0,GOSERELIN ACETATE
CHEMBL1200501,GO_0042697,menopause,3.0,GOSERELIN ACETATE
CHEMBL1201740,EFO_1000131,"Blast Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive",4.0,NILOTINIB HYDROCHLORIDE MONOHYDRATE
CHEMBL1201092,MONDO_0004975,Alzheimer disease,4.0,
CHEMBL1200832,MONDO_0001628,tinea unguium,3.0,
CHEMBL561157,EFO_0001361,pulmonary arterial hypertension,4.0,TREPROSTINIL SODIUM
CHEMBL5314380,EFO_1001110,pituitary-dependent Cushing's disease,4.0,PASIREOTIDE DIASPARTATE
CHEMBL5314380,EFO_1001485,acromegaly,4.0,PASIREOTIDE DIASPARTATE
CHEMBL2146883,MONDO_0005575,colorectal cancer,3.0,COBIMETINIB
CHEMBL2364609,EFO_0009854,treatment resistant depression,3.0,
CHEMBL566752,HP_0001268,Mental deterioration,4.0,
CHEMBL278623,EFO_1001109,pituitary dwarfism,3.0,MACIMORELIN
CHEMBL189963,EFO_0000691,sarcoma,3.0,
CHEMBL2364653,EFO_0003834,cutaneous lupus erythematosus,3.0,ANIFROLUMAB
CHEMBL2042122,EFO_0004346,neuroimaging measurement,4.0,
CHEMBL502835,EFO_0000365,colorectal adenocarcinoma,3.0,
CHEMBL502835,MONDO_0005575,colorectal cancer,3.0,
CHEMBL3039504,EFO_0003060,non-small cell lung carcinoma,4.0,
CHEMBL3039504,HP_0006515,Interstitial pneumonitis,4.0,
CHEMBL1863514,EFO_0000094,B-cell acute lymphoblastic leukemia,4.0,
CHEMBL3039537,EFO_0700022,lysosomal acid lipase deficiency,3.0,
CHEMBL3039537,MONDO_0019052,inborn errors of metabolism,4.0,
CHEMBL3039537,MONDO_0800449,lysosomal acid lipase deficiency,4.0,
CHEMBL203321,MONDO_0043479,adenoviridae infectious disease,3.0,BRINCIDOFOVIR
CHEMBL3039533,EFO_0000763,viral disease,3.0,
CHEMBL3039507,EFO_0000538,hypertrophic cardiomyopathy,3.0,SOTAGLIFLOZIN
CHEMBL3989861,MONDO_0002009,major depressive disorder,4.0,DESVENLAFAXINE FUMARATE
CHEMBL4802224,MONDO_0000328,hyperphosphatemia,4.0,
CHEMBL3137322,EFO_1000453,Paraganglioma,3.0,
CHEMBL2181927,EFO_0000400,diabetes mellitus,3.0,FINERENONE
CHEMBL521686,MONDO_0021117,lung neoplasm,3.0,
CHEMBL3137320,EFO_0000305,breast carcinoma,3.0,TALAZOPARIB
CHEMBL235668,MONDO_0005575,colorectal cancer,3.0,
CHEMBL65375,EFO_0004142,colorectal neoplasm,4.0,TIPIRACIL HYDROCHLORIDE
CHEMBL65375,EFO_1001951,colorectal carcinoma,4.0,TIPIRACIL HYDROCHLORIDE
CHEMBL65375,MONDO_0001056,gastric cancer,3.0,TIPIRACIL HYDROCHLORIDE
CHEMBL65375,MONDO_0005575,colorectal cancer,4.0,TIPIRACIL HYDROCHLORIDE
CHEMBL3137309,MONDO_0004643,myeloid leukemia,3.0,VENETOCLAX
CHEMBL3137343,EFO_0002890,renal carcinoma,4.0,PEMBROLIZUMAB
CHEMBL3137343,EFO_0003016,collecting duct carcinoma,4.0,PEMBROLIZUMAB
CHEMBL3137343,EFO_0005708,renal cell adenocarcinoma,4.0,PEMBROLIZUMAB
CHEMBL3137343,MONDO_0005233,non-small cell lung carcinoma,4.0,PEMBROLIZUMAB
CHEMBL3137343,MONDO_0005575,colorectal cancer,3.0,PEMBROLIZUMAB
CHEMBL3137343,MONDO_0021355,neoplasm of esophagus,3.0,PEMBROLIZUMAB
CHEMBL3137343,MONDO_0044704,oropharynx squamous cell carcinoma,4.0,PEMBROLIZUMAB
CHEMBL3301611,EFO_0000540,immune system disease,4.0,
CHEMBL3301611,EFO_0000616,neoplasm,4.0,
CHEMBL3301611,EFO_0000618,nervous system disease,4.0,
CHEMBL3301611,EFO_0005772,neurodegenerative disease,4.0,
CHEMBL3301611,EFO_0005809,type II hypersensitivity reaction disease,4.0,
CHEMBL3301611,EFO_0007392,nervous system cancer,4.0,
CHEMBL3301611,EFO_1001902,neuromuscular disease,4.0,
CHEMBL3301611,MONDO_0002977,autoimmune disorder of the nervous system,4.0,
CHEMBL3301611,MONDO_0018215,paraneoplastic neurologic syndrome,4.0,
CHEMBL3301611,MONDO_0021073,paraneoplastic syndrome,4.0,
CHEMBL3301611,Orphanet_98495,Genetic neuromuscular junction disease,4.0,
CHEMBL3301612,MONDO_0005575,colorectal cancer,4.0,ENCORAFENIB
CHEMBL3301597,MONDO_0000328,hyperphosphatemia,4.0,
CHEMBL3301607,EFO_0000706,spondyloarthropathy,3.0,FILGOTINIB
CHEMBL3301622,MONDO_0004643,myeloid leukemia,3.0,GILTERITINIB
CHEMBL3301582,EFO_1001938,B-cell non-Hodgkins lymphoma,4.0,POLATUZUMAB VEDOTIN
CHEMBL3301589,MONDO_0004986,urinary bladder carcinoma,3.0,ENFORTUMAB VEDOTIN
CHEMBL3301572,MONDO_0019079,proximal spinal muscular atrophy,3.0,
CHEMBL5314349,EFO_0003884,chronic kidney disease,3.0,
CHEMBL5314349,MONDO_0024327,chronic renal failure syndrome,3.0,
CHEMBL3304485,MONDO_0000328,hyperphosphatemia,3.0,
CHEMBL4068611,MONDO_0005184,pancreatic ductal adenocarcinoma,3.0,
CHEMBL3261331,MONDO_0013209,metabolic dysfunction-associated steatotic liver disease,4.0,RESMETIROM
CHEMBL4297190,EFO_1000045,pancreatic neuroendocrine tumor,3.0,
CHEMBL3545262,MONDO_0011962,endometrial cancer,3.0,SACITUZUMAB GOVITECAN
CHEMBL2109457,MONDO_0044212,chronic idiopathic urticaria,3.0,
CHEMBL3545370,MONDO_0024686,"tenosynovial giant cell tumor, diffuse type",3.0,
CHEMBL3317856,EFO_0000771,bacterial disease,3.0,
CHEMBL3545311,EFO_0000313,carcinoma,3.0,BRIGATINIB
CHEMBL3545311,MONDO_0008903,lung cancer,3.0,BRIGATINIB
CHEMBL64130,MONDO_0005184,pancreatic ductal adenocarcinoma,3.0,
CHEMBL64130,MONDO_0005575,colorectal cancer,3.0,
CHEMBL3545367,EFO_0000474,epilepsy,3.0,LEMBOREXANT
CHEMBL3545369,MONDO_0004992,cancer,3.0,
CHEMBL3348923,MONDO_0021637,low grade glioma,4.0,
CHEMBL4303214,MONDO_0005575,colorectal cancer,4.0,
CHEMBL3813873,MONDO_0024686,"tenosynovial giant cell tumor, diffuse type",3.0,PEXIDARTINIB
CHEMBL3668014,MONDO_0001572,leiomyoma,3.0,LINZAGOLIX
CHEMBL3402762,MONDO_0004992,cancer,4.0,TEPOTINIB
CHEMBL67279,MONDO_0021117,lung neoplasm,3.0,
CHEMBL3186534,EFO_0000178,gastric carcinoma,3.0,
CHEMBL3186534,EFO_0000365,colorectal adenocarcinoma,3.0,
CHEMBL3186534,EFO_0000702,small cell lung carcinoma,3.0,
CHEMBL3186534,EFO_0000756,melanoma,3.0,
CHEMBL3186534,EFO_0002892,thyroid carcinoma,3.0,
CHEMBL3186534,EFO_0002916,esophageal carcinoma,3.0,
CHEMBL3186534,EFO_0003060,non-small cell lung carcinoma,3.0,
CHEMBL3186534,EFO_0003869,breast neoplasm,3.0,
CHEMBL3186534,EFO_0003893,ovarian neoplasm,3.0,
CHEMBL3186534,EFO_0003897,stomach neoplasm,3.0,
CHEMBL3186534,EFO_0004142,colorectal neoplasm,3.0,
CHEMBL3186534,EFO_0005922,esophageal squamous cell carcinoma,3.0,
CHEMBL3186534,MONDO_0001056,gastric cancer,3.0,
CHEMBL3186534,MONDO_0002108,thyroid cancer,3.0,
CHEMBL3186534,MONDO_0003219,gastroesophageal junction adenocarcinoma,3.0,
CHEMBL3186534,MONDO_0005575,colorectal cancer,3.0,
CHEMBL3186534,MONDO_0007254,breast cancer,3.0,
CHEMBL3186534,MONDO_0007576,esophageal cancer,3.0,
CHEMBL3186534,MONDO_0008170,ovarian cancer,3.0,
CHEMBL3186534,MONDO_0015459,nasopharyngeal carcinoma,3.0,
CHEMBL92,EFO_0000181,head and neck squamous cell carcinoma,4.0,
CHEMBL92,EFO_0000228,adenocarcinoma,4.0,
CHEMBL92,EFO_0003060,non-small cell lung carcinoma,4.0,
CHEMBL92,EFO_0003869,breast neoplasm,4.0,
CHEMBL92,EFO_0003897,stomach neoplasm,4.0,
CHEMBL92,EFO_0005950,head and neck neoplasia,4.0,
CHEMBL92,MONDO_0008315,prostate cancer,4.0,
CHEMBL3707312,EFO_0000319,cardiovascular disease,3.0,
CHEMBL3707312,HP_0001649,Tachycardia,3.0,
CHEMBL3707395,MONDO_0004789,cholangitis,4.0,ELAFIBRANOR
CHEMBL3707382,MONDO_0019249,mucopolysaccharidosis,3.0,
CHEMBL3646221,MONDO_0002280,anemia,4.0,VADADUSTAT
CHEMBL3622821,EFO_0004192,alopecia areata,3.0,
CHEMBL3622821,EFO_1001857,Takayasu arteritis,3.0,
CHEMBL3707247,EFO_0003929,relapsing-remitting multiple sclerosis,3.0,OZANIMOD
CHEMBL254468,EFO_0000196,metastatic prostate cancer,4.0,
CHEMBL254468,EFO_1000453,Paraganglioma,3.0,
CHEMBL3707227,MONDO_0005575,colorectal cancer,3.0,ATEZOLIZUMAB
CHEMBL3707326,MONDO_0020720,X-linked hypophosphatemic rickets,4.0,BUROSUMAB
CHEMBL190461,EFO_0003782,motor neuron disease,3.0,CANNABIDIOL
CHEMBL190461,MONDO_0014960,"encephalopathy, progressive, early-onset, with brain edema and/or leukoencephalopathy",4.0,CANNABIDIOL
CHEMBL3707322,EFO_0005422,skin aging,4.0,LETIBOTULINUMTOXINA
CHEMBL3707276,MONDO_0007793,hypochondroplasia,3.0,VOSORITIDE
CHEMBL3989867,EFO_0000764,HIV infection,4.0,BICTEGRAVIR SODIUM
CHEMBL3989867,EFO_0000765,AIDS,3.0,BICTEGRAVIR SODIUM
CHEMBL3707357,MONDO_0810000,choroidal neovascularization,3.0,BROLUCIZUMAB
CHEMBL45,EFO_1000616,Uveal Melanoma,3.0,
CHEMBL45,MONDO_0002236,ocular cancer,3.0,
CHEMBL239129,MONDO_0004985,bipolar disorder,3.0,
CHEMBL2109406,MONDO_0008903,lung cancer,3.0,
CHEMBL3833368,EFO_0001663,prostate carcinoma,3.0,
CHEMBL3833369,EFO_0000319,cardiovascular disease,3.0,
CHEMBL3833369,EFO_0000685,rheumatoid arthritis,3.0,
CHEMBL3833369,EFO_0001073,obesity,3.0,
CHEMBL3833369,EFO_0001645,coronary artery disease,3.0,
CHEMBL3833369,EFO_0009431,intestinal disease,3.0,
CHEMBL3833369,MONDO_0001751,cholestasis,3.0,
CHEMBL3833369,MONDO_0002050,depressive disorder,3.0,
CHEMBL3833369,MONDO_0004979,asthma,3.0,
CHEMBL3621988,MONDO_0015760,T-cell non-Hodgkin lymphoma,3.0,
CHEMBL3833372,EFO_0003767,inflammatory bowel disease,3.0,
CHEMBL3833329,EFO_0005687,fibromyalgia,3.0,ERENUMAB
CHEMBL3833373,EFO_0005708,renal cell adenocarcinoma,3.0,AVELUMAB
CHEMBL3833373,MONDO_0001056,gastric cancer,3.0,AVELUMAB
CHEMBL3833307,EFO_1001466,Graves ophthalmopathy,3.0,
CHEMBL3833321,HP_0000726,Dementia,4.0,LECANEMAB
CHEMBL1200928,EFO_0003106,pneumonia,3.0,
CHEMBL1200928,MONDO_0010200,Wilson disease,3.0,
CHEMBL269732,MONDO_0024327,chronic renal failure syndrome,3.0,
CHEMBL3989928,MONDO_0002026,candidiasis,4.0,
CHEMBL3643413,EFO_0000616,neoplasm,3.0,LENIOLISIB
CHEMBL207538,MONDO_0002009,major depressive disorder,4.0,
CHEMBL3894860,MONDO_0001187,urinary bladder cancer,3.0,TRILACICLIB
CHEMBL3989960,EFO_0004267,biliary liver cirrhosis,4.0,SELADELPAR LYSINE
CHEMBL3989962,EFO_0000588,mesothelioma,4.0,PEMETREXED TROMETHAMINE
CHEMBL3989962,EFO_0003060,non-small cell lung carcinoma,4.0,PEMETREXED TROMETHAMINE
CHEMBL3287379,EFO_1000049,pulmonary tuberculosis,3.0,
CHEMBL3597971,EFO_0003761,major depressive disorder,3.0,
CHEMBL3989986,EFO_0004194,IGA glomerulonephritis,3.0,RAVULIZUMAB
CHEMBL3989987,MONDO_0018634,hereditary amyloidosis,3.0,
CHEMBL3990008,EFO_0000769,Epstein-Barr virus infection,4.0,
CHEMBL3990008,MONDO_0010627,X-linked lymphoproliferative syndrome,4.0,
CHEMBL3990014,EFO_0000540,immune system disease,4.0,
CHEMBL3990014,EFO_0003767,inflammatory bowel disease,3.0,
CHEMBL3990029,EFO_0009733,psoriasis-related juvenile idiopathic arthritis,3.0,
CHEMBL3990034,MONDO_0003778,inborn error of immunity,4.0,FIDANACOGENE ELAPARVOVEC
CHEMBL3990034,MP_0001914,hemorrhage,4.0,FIDANACOGENE ELAPARVOVEC
CHEMBL3990039,MP_0001914,hemorrhage,4.0,MARSTACIMAB
CHEMBL3989921,EFO_0003869,breast neoplasm,4.0,NERATINIB MALEATE
CHEMBL283800,EFO_0000196,metastatic prostate cancer,3.0,
CHEMBL2391146,EFO_0003086,kidney disease,3.0,
CHEMBL2391146,MONDO_0024327,chronic renal failure syndrome,3.0,
CHEMBL3940890,EFO_0000319,cardiovascular disease,3.0,ACORAMIDIS
CHEMBL48802,EFO_0005407,psychosis,3.0,
CHEMBL1744033,EFO_1000961,Helicobacter pylori infectious disease,3.0,
CHEMBL431701,EFO_0000275,atrial fibrillation,3.0,
CHEMBL15562,MONDO_0005575,colorectal cancer,3.0,
CHEMBL366460,GO_0042697,menopause,3.0,
CHEMBL1201333,EFO_0005407,psychosis,3.0,
CHEMBL438497,MONDO_0005180,Parkinson disease,3.0,
CHEMBL1275839,EFO_0007157,aspergillosis,3.0,
CHEMBL1275839,EFO_0007229,cryptococcosis,3.0,
CHEMBL4297257,EFO_0000763,viral disease,3.0,
CHEMBL4297257,EFO_0000764,HIV infection,3.0,
CHEMBL4297284,MONDO_0004975,Alzheimer disease,3.0,
CHEMBL3967849,EFO_1001492,atrophic macular degeneration,3.0,
CHEMBL4297305,MONDO_0043653,herpes labialis,3.0,
CHEMBL4297310,EFO_1000453,Paraganglioma,3.0,
CHEMBL4297334,EFO_0003960,computed tomography,4.0,
CHEMBL4297334,MONDO_0021259,prostate neoplasm,4.0,
CHEMBL5095039,EFO_0000196,metastatic prostate cancer,3.0,
CHEMBL5095039,EFO_0001663,prostate carcinoma,3.0,
CHEMBL5095039,EFO_0004346,neuroimaging measurement,4.0,
CHEMBL4297340,EFO_0004346,neuroimaging measurement,4.0,
CHEMBL3126004,EFO_0009534,biliary tract disease,3.0,
CHEMBL3427435,EFO_0000673,prostate adenocarcinoma,3.0,
CHEMBL1235551,EFO_1001342,Helminthiasis,3.0,
CHEMBL405110,EFO_0004142,colorectal neoplasm,4.0,
CHEMBL405110,MONDO_0001117,methemoglobinemia,4.0,
CHEMBL4297490,EFO_0002892,thyroid carcinoma,3.0,
CHEMBL1234270,MONDO_0005575,colorectal cancer,3.0,
CHEMBL4297503,EFO_0000694,severe acute respiratory syndrome,3.0,BALOXAVIR MARBOXIL
CHEMBL4297509,EFO_0000616,neoplasm,3.0,ELACESTRANT
CHEMBL4297516,MONDO_0004992,cancer,4.0,
CHEMBL4292264,EFO_0003085,dedifferentiated liposarcoma,3.0,
CHEMBL247951,EFO_0000319,cardiovascular disease,4.0,PEMAFIBRATE
CHEMBL247951,EFO_0003770,diabetic retinopathy,3.0,PEMAFIBRATE
CHEMBL4065616,EFO_0003106,pneumonia,3.0,REMDESIVIR
CHEMBL4065616,EFO_0007328,influenza,3.0,REMDESIVIR
CHEMBL4297526,EFO_0000275,atrial fibrillation,3.0,
CHEMBL4297528,MONDO_0019079,proximal spinal muscular atrophy,4.0,
CHEMBL4297583,EFO_0009454,gastric ulcer,3.0,
CHEMBL3936761,EFO_0005952,non-Hodgkins lymphoma,3.0,ZANUBRUTINIB
CHEMBL4297591,EFO_1001283,"Candidiasis, Invasive",3.0,
CHEMBL4297598,MONDO_0008903,lung cancer,3.0,
