disease_id,disease_name,gene_id,gene_symbol,gene_name,association_score
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000122025,FLT3,fms related receptor tyrosine kinase 3,0.3295857682750547
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000056972,TRAF3IP2,TRAF3 interacting protein 2,0.3206864814571115
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000111145,ELK3,ETS transcription factor ELK3,0.31974409469977266
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000182010,RTKN2,rhotekin 2,0.3138113096629979
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000108691,CCL2,C-C motif chemokine ligand 2,0.3104309049903708
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000172575,RASGRP1,RAS guanyl releasing protein 1,0.3084068603903188
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000170500,LONRF2,LON peptidase N-terminal domain and ring finger 2,0.3070966828592417
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000091138,SLC26A3,solute carrier family 26 member 3,0.30428238733398294
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000171791,BCL2,BCL2 apoptosis regulator,0.29905807400057555
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000110367,DDX6,DEAD-box helicase 6,0.2976298332086901
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000119772,DNMT3A,DNA methyltransferase 3 alpha,0.2958692058892529
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000062822,POLD1,"DNA polymerase delta 1, catalytic subunit",0.2956638837477614
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000134986,NREP,neuronal regeneration related protein,0.2950995134755392
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000104427,ZC2HC1A,zinc finger C2HC-type containing 1A,0.29429476188556497
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000144619,CNTN4,contactin 4,0.29267175512725624
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000042832,TG,thyroglobulin,0.28899937658753716
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000161405,IKZF3,IKAROS family zinc finger 3,0.2869731195894278
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000141736,ERBB2,erb-b2 receptor tyrosine kinase 2,0.28694371571890714
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000205755,CRLF2,cytokine receptor like factor 2,0.2829247972069965
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000096968,JAK2,Janus kinase 2,0.2825606029598659
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000136997,MYC,"MYC proto-oncogene, bHLH transcription factor",0.2823203953060406
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000109320,NFKB1,nuclear factor kappa B subunit 1,0.28217396851229526
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000121879,PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",0.2816759703640943
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000179348,GATA2,GATA binding protein 2,0.28105777990740977
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000153944,MSI2,musashi RNA binding protein 2,0.2808806895603734
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000139687,RB1,RB transcriptional corepressor 1,0.2808806895603734
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000126746,ZNF384,zinc finger protein 384,0.28078550345379544
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000118503,TNFAIP3,TNF alpha induced protein 3,0.28060350466935985
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000141510,TP53,tumor protein p53,0.28057468799930346
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000106462,EZH2,enhancer of zeste 2 polycomb repressive complex 2 subunit,0.28047389506754333
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000171862,PTEN,phosphatase and tensin homolog,0.28037274510490523
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000173757,STAT5B,signal transducer and activator of transcription 5B,0.28024185465491663
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000119535,CSF3R,colony stimulating factor 3 receptor,0.28009019931563106
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000198793,MTOR,mechanistic target of rapamycin kinase,0.2799498423379251
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000142208,AKT1,AKT serine/threonine kinase 1,0.27993618467156667
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000168685,IL7R,interleukin 7 receptor,0.27987850177033174
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000010671,BTK,Bruton tyrosine kinase,0.27981301442461753
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000051382,PIK3CB,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta",0.27980359212869077
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000150907,FOXO1,forkhead box O1,0.2797347353581739
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000172175,MALT1,MALT1 paracaspase,0.27970008724679724
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000108924,HLF,"HLF transcription factor, PAR bZIP family member",0.27969230735201134
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000100393,EP300,EP300 lysine acetyltransferase,0.2796051257563574
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000012048,BRCA1,BRCA1 DNA repair associated,0.2795871600689769
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000073282,TP63,tumor protein p63,0.2795871600689769
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000141867,BRD4,bromodomain containing 4,0.2795589282745218
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000135679,MDM2,MDM2 proto-oncogene,0.279535829533604
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000121966,CXCR4,C-X-C motif chemokine receptor 4,0.27949476510530574
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000182944,EWSR1,EWS RNA binding protein 1,0.27949476510530574
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000119866,BCL11A,BCL11 transcription factor A,0.27940237014163455
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000133703,KRAS,"KRAS proto-oncogene, GTPase",0.2793837884878296
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000077782,FGFR1,fibroblast growth factor receptor 1,0.2793022755976574
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000081237,PTPRC,protein tyrosine phosphatase receptor type C,0.2792824106804681
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000138336,TET1,tet methylcytosine dioxygenase 1,0.27925032909586006
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000119335,SET,SET nuclear proto-oncogene,0.27923297937490404
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000168769,TET2,tet methylcytosine dioxygenase 2,0.279125185250621
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000127616,SMARCA4,SWI/SNF related BAF chromatin remodeling complex subunit ATPase 4,0.279125185250621
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000140538,NTRK3,neurotrophic receptor tyrosine kinase 3,0.279125185250621
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000112576,CCND3,cyclin D3,0.279125185250621
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000181555,SETD2,"SET domain containing 2, histone lysine methyltransferase",0.279125185250621
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000101115,SALL4,spalt like transcription factor 4,0.27903279028694983
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000138413,IDH1,isocitrate dehydrogenase (NADP(+)) 1,0.27903279028694983
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000153201,RANBP2,RAN binding protein 2,0.27903279028694983
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000007237,GAS7,growth arrest specific 7,0.27903279028694983
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000111252,SH2B3,SH2B adaptor protein 3,0.27903279028694983
EFO_0001645,coronary artery disease,ENSG00000130203,APOE,apolipoprotein E,0.8186897561995755
EFO_0001645,coronary artery disease,ENSG00000130164,LDLR,low density lipoprotein receptor,0.7382656588831709
EFO_0001645,coronary artery disease,ENSG00000164116,GUCY1A1,guanylate cyclase 1 soluble subunit alpha 1,0.7374837818012532
EFO_0001645,coronary artery disease,ENSG00000169174,PCSK9,proprotein convertase subtilisin/kexin type 9,0.7311108649693407
EFO_0001645,coronary artery disease,ENSG00000113161,HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase,0.7284538677066587
EFO_0001645,coronary artery disease,ENSG00000061918,GUCY1B1,guanylate cyclase 1 soluble subunit beta 1,0.7011573957477377
EFO_0001645,coronary artery disease,ENSG00000070018,LRP6,LDL receptor related protein 6,0.700073646290842
EFO_0001645,coronary artery disease,ENSG00000152402,GUCY1A2,guanylate cyclase 1 soluble subunit alpha 2,0.686085327734611
EFO_0001645,coronary artery disease,ENSG00000172572,PDE3A,phosphodiesterase 3A,0.6791175767076879
EFO_0001645,coronary artery disease,ENSG00000138735,PDE5A,phosphodiesterase 5A,0.6727654098170696
EFO_0001645,coronary artery disease,ENSG00000087237,CETP,cholesteryl ester transfer protein,0.6411731183604208
EFO_0001645,coronary artery disease,ENSG00000115252,PDE1A,phosphodiesterase 1A,0.6312557208683603
EFO_0001645,coronary artery disease,ENSG00000175445,LPL,lipoprotein lipase,0.6271651890676966
EFO_0001645,coronary artery disease,ENSG00000151067,CACNA1C,calcium voltage-gated channel subunit alpha1 C,0.6251140284181788
EFO_0001645,coronary artery disease,ENSG00000134243,SORT1,sortilin 1,0.6221871361924657
EFO_0001645,coronary artery disease,ENSG00000169313,P2RY12,purinergic receptor P2Y12,0.6160412861158235
EFO_0001645,coronary artery disease,ENSG00000122194,PLG,plasminogen,0.6140290002796304
EFO_0001645,coronary artery disease,ENSG00000073756,PTGS2,prostaglandin-endoperoxide synthase 2,0.6134347434911377
EFO_0001645,coronary artery disease,ENSG00000157388,CACNA1D,calcium voltage-gated channel subunit alpha1 D,0.6071505658700942
EFO_0001645,coronary artery disease,ENSG00000095303,PTGS1,prostaglandin-endoperoxide synthase 1,0.6067726470723895
EFO_0001645,coronary artery disease,ENSG00000102001,CACNA1F,calcium voltage-gated channel subunit alpha1 F,0.6062266162333824
EFO_0001645,coronary artery disease,ENSG00000081248,CACNA1S,calcium voltage-gated channel subunit alpha1 S,0.6062266162333824
EFO_0001645,coronary artery disease,ENSG00000165029,ABCA1,ATP binding cassette subfamily A member 1,0.6058727082527022
EFO_0001645,coronary artery disease,ENSG00000198670,LPA,lipoprotein(a),0.6044895737919522
EFO_0001645,coronary artery disease,ENSG00000159640,ACE,angiotensin I converting enzyme,0.6019900356225758
EFO_0001645,coronary artery disease,ENSG00000143126,CELSR2,cadherin EGF LAG seven-pass G-type receptor 2,0.5929289000214081
EFO_0001645,coronary artery disease,ENSG00000084674,APOB,apolipoprotein B,0.5852093210326542
EFO_0001645,coronary artery disease,ENSG00000126218,F10,coagulation factor X,0.5851372207373532
EFO_0001645,coronary artery disease,ENSG00000140564,FURIN,"furin, paired basic amino acid cleaving enzyme",0.5841359385100533
EFO_0001645,coronary artery disease,ENSG00000167772,ANGPTL4,angiopoietin like 4,0.5838844077177446
EFO_0001645,coronary artery disease,ENSG00000165757,JCAD,junctional cadherin 5 associated,0.5838612295416842
EFO_0001645,coronary artery disease,ENSG00000115414,FN1,fibronectin 1,0.5837273397683344
EFO_0001645,coronary artery disease,ENSG00000184588,PDE4B,phosphodiesterase 4B,0.5786232706221476
EFO_0001645,coronary artery disease,ENSG00000091732,ZC3HC1,zinc finger C3HC-type containing 1,0.5763072581232719
EFO_0001645,coronary artery disease,ENSG00000182511,FES,"FES proto-oncogene, tyrosine kinase",0.5746577780738639
EFO_0001645,coronary artery disease,ENSG00000073060,SCARB1,scavenger receptor class B member 1,0.5742649969089154
EFO_0001645,coronary artery disease,ENSG00000107798,LIPA,"lipase A, lysosomal acid type",0.5740179697013894
EFO_0001645,coronary artery disease,ENSG00000138675,FGF5,fibroblast growth factor 5,0.5736851375714489
EFO_0001645,coronary artery disease,ENSG00000136378,ADAMTS7,ADAM metallopeptidase with thrombospondin type 1 motif 7,0.5722032216871135
EFO_0001645,coronary artery disease,ENSG00000180210,F2,"coagulation factor II, thrombin",0.5718105457236878
EFO_0001645,coronary artery disease,ENSG00000111252,SH2B3,SH2B adaptor protein 3,0.5693224831535223
EFO_0001645,coronary artery disease,ENSG00000259207,ITGB3,integrin subunit beta 3,0.5689271999222236
EFO_0001645,coronary artery disease,ENSG00000152270,PDE3B,phosphodiesterase 3B,0.5674516797435406
EFO_0001645,coronary artery disease,ENSG00000005961,ITGA2B,integrin subunit alpha 2b,0.5669006937222767
EFO_0001645,coronary artery disease,ENSG00000186642,PDE2A,phosphodiesterase 2A,0.565208178841652
EFO_0001645,coronary artery disease,ENSG00000118526,TCF21,transcription factor 21,0.5623914723339348
EFO_0001645,coronary artery disease,ENSG00000135100,HNF1A,HNF1 homeobox A,0.5592974629710962
EFO_0001645,coronary artery disease,ENSG00000197249,SERPINA1,serpin family A member 1,0.5589453605854485
EFO_0001645,coronary artery disease,ENSG00000182218,HHIPL1,HHIP like 1,0.5587709658103673
EFO_0001645,coronary artery disease,ENSG00000187498,COL4A1,collagen type IV alpha 1 chain,0.5584387811278501
EFO_0001645,coronary artery disease,ENSG00000149257,SERPINH1,serpin family H member 1,0.5560032344980856
EFO_0001645,coronary artery disease,ENSG00000113448,PDE4D,phosphodiesterase 4D,0.5553841015240167
EFO_0001645,coronary artery disease,ENSG00000257017,HP,haptoglobin,0.5544560170074885
EFO_0001645,coronary artery disease,ENSG00000073417,PDE8A,phosphodiesterase 8A,0.5527830399468631
EFO_0001645,coronary artery disease,ENSG00000175003,SLC22A1,solute carrier family 22 member 1,0.5527400761879833
EFO_0001645,coronary artery disease,ENSG00000065989,PDE4A,phosphodiesterase 4A,0.5497802036275499
EFO_0001645,coronary artery disease,ENSG00000154678,PDE1C,phosphodiesterase 1C,0.5497750705740125
EFO_0001645,coronary artery disease,ENSG00000205268,PDE7A,phosphodiesterase 7A,0.5496416111820431
EFO_0001645,coronary artery disease,ENSG00000151617,EDNRA,endothelin receptor type A,0.5492919062920167
EFO_0001645,coronary artery disease,ENSG00000133256,PDE6B,phosphodiesterase 6B,0.5492720313273584
EFO_0001645,coronary artery disease,ENSG00000171408,PDE7B,phosphodiesterase 7B,0.5490872414000161
EFO_0001645,coronary artery disease,ENSG00000156973,PDE6D,phosphodiesterase 6D,0.5487176615453313
EFO_0001645,coronary artery disease,ENSG00000185527,PDE6G,phosphodiesterase 6G,0.5487176615453313
EFO_0001645,coronary artery disease,ENSG00000123360,PDE1B,phosphodiesterase 1B,0.5487176615453313
EFO_0001645,coronary artery disease,ENSG00000112541,PDE10A,phosphodiesterase 10A,0.5487176615453313
EFO_0001645,coronary artery disease,ENSG00000095464,PDE6C,phosphodiesterase 6C,0.5487176615453313
EFO_0001645,coronary artery disease,ENSG00000132915,PDE6A,phosphodiesterase 6A,0.5487176615453313
EFO_0001645,coronary artery disease,ENSG00000160191,PDE9A,phosphodiesterase 9A,0.5487176615453313
EFO_0001645,coronary artery disease,ENSG00000105650,PDE4C,phosphodiesterase 4C,0.5487176615453313
EFO_0001645,coronary artery disease,ENSG00000139053,PDE6H,phosphodiesterase 6H,0.5487176615453313
EFO_0001645,coronary artery disease,ENSG00000113231,PDE8B,phosphodiesterase 8B,0.5487176615453313
EFO_0001645,coronary artery disease,ENSG00000212710,CTAGE1,cutaneous T cell lymphoma-associated antigen 1,0.5479296448220832
EFO_0001645,coronary artery disease,ENSG00000112759,SLC29A1,solute carrier family 29 member 1 (Augustine blood group),0.5442217351838353
EFO_0001645,coronary artery disease,ENSG00000165895,ARHGAP42,Rho GTPase activating protein 42,0.5440695614292697
EFO_0001645,coronary artery disease,ENSG00000158186,MRAS,muscle RAS oncogene homolog,0.540669702158305
EFO_0001645,coronary artery disease,ENSG00000134871,COL4A2,collagen type IV alpha 2 chain,0.540231734911761
EFO_0001645,coronary artery disease,ENSG00000160712,IL6R,interleukin 6 receptor,0.5401747979641678
EFO_0001645,coronary artery disease,ENSG00000147883,CDKN2B,cyclin dependent kinase inhibitor 2B,0.5394403330278215
EFO_0001645,coronary artery disease,ENSG00000143921,ABCG8,ATP binding cassette subfamily G member 8,0.539171068026404
EFO_0001645,coronary artery disease,ENSG00000110243,APOA5,apolipoprotein A5,0.5390891941988809
EFO_0001645,coronary artery disease,ENSG00000147889,CDKN2A,cyclin dependent kinase inhibitor 2A,0.5371451014113502
EFO_0001645,coronary artery disease,ENSG00000124762,CDKN1A,cyclin dependent kinase inhibitor 1A,0.536696460622074
EFO_0001645,coronary artery disease,ENSG00000166033,HTRA1,HtrA serine peptidase 1,0.5345577509997796
EFO_0001645,coronary artery disease,ENSG00000043591,ADRB1,adrenoceptor beta 1,0.5345449341485726
EFO_0001645,coronary artery disease,ENSG00000079308,TNS1,tensin 1,0.530221944741099
EFO_0001645,coronary artery disease,ENSG00000146477,SLC22A3,solute carrier family 22 member 3,0.5300837467480704
EFO_0001645,coronary artery disease,ENSG00000112902,SEMA5A,semaphorin 5A,0.5296277728087097
EFO_0001645,coronary artery disease,ENSG00000154305,MIA3,MIA SH3 domain ER export factor 3,0.5294622316787029
EFO_0001645,coronary artery disease,ENSG00000175164,ABO,"ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase",0.5257966874030525
EFO_0001645,coronary artery disease,ENSG00000112773,TENT5A,terminal nucleotidyltransferase 5A,0.5246011593916212
EFO_0001645,coronary artery disease,ENSG00000101000,PROCR,protein C receptor,0.5230208394448361
EFO_0001645,coronary artery disease,ENSG00000112273,HDGFL1,HDGF like 1,0.5223593434262601
EFO_0001645,coronary artery disease,ENSG00000148737,TCF7L2,transcription factor 7 like 2,0.5221327337177586
EFO_0001645,coronary artery disease,ENSG00000108219,TSPAN14,tetraspanin 14,0.5198108043376712
EFO_0001645,coronary artery disease,ENSG00000169554,ZEB2,zinc finger E-box binding homeobox 2,0.5191324939594762
EFO_0001645,coronary artery disease,ENSG00000162407,PLPP3,phospholipid phosphatase 3,0.5180470078141574
EFO_0001645,coronary artery disease,ENSG00000112137,PHACTR1,phosphatase and actin regulator 1,0.518043134226085
EFO_0001645,coronary artery disease,ENSG00000101665,SMAD7,SMAD family member 7,0.5177576800629599
EFO_0001645,coronary artery disease,ENSG00000197081,IGF2R,insulin like growth factor 2 receptor,0.5173011975467319
EFO_0001645,coronary artery disease,ENSG00000130479,MAP1S,microtubule associated protein 1S,0.5169758435589179
EFO_0000519,glioblastoma multiforme,ENSG00000146648,EGFR,epidermal growth factor receptor,0.6766819696332494
EFO_0000519,glioblastoma multiforme,ENSG00000141510,TP53,tumor protein p53,0.663764529322226
EFO_0000519,glioblastoma multiforme,ENSG00000138413,IDH1,isocitrate dehydrogenase (NADP(+)) 1,0.663385274463953
EFO_0000519,glioblastoma multiforme,ENSG00000171862,PTEN,phosphatase and tensin homolog,0.6402794695692889
EFO_0000519,glioblastoma multiforme,ENSG00000085224,ATRX,ATRX chromatin remodeler,0.6192332929509824
EFO_0000519,glioblastoma multiforme,ENSG00000139687,RB1,RB transcriptional corepressor 1,0.6152989310783387
EFO_0000519,glioblastoma multiforme,ENSG00000196712,NF1,neurofibromin 1,0.6073853010790421
EFO_0000519,glioblastoma multiforme,ENSG00000157764,BRAF,"B-Raf proto-oncogene, serine/threonine kinase",0.5994828566683148
EFO_0000519,glioblastoma multiforme,ENSG00000121879,PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",0.5809297989426634
EFO_0000519,glioblastoma multiforme,ENSG00000145675,PIK3R1,phosphoinositide-3-kinase regulatory subunit 1,0.5764605740448565
EFO_0000519,glioblastoma multiforme,ENSG00000077782,FGFR1,fibroblast growth factor receptor 1,0.5728210233232756
EFO_0000519,glioblastoma multiforme,ENSG00000164362,TERT,telomerase reverse transcriptase,0.5689312451657009
EFO_0000519,glioblastoma multiforme,ENSG00000112715,VEGFA,vascular endothelial growth factor A,0.5521808736905833
EFO_0000519,glioblastoma multiforme,ENSG00000134853,PDGFRA,platelet derived growth factor receptor alpha,0.5510512021358734
EFO_0000519,glioblastoma multiforme,ENSG00000104687,GSR,glutathione-disulfide reductase,0.5424663560786489
EFO_0000519,glioblastoma multiforme,ENSG00000147889,CDKN2A,cyclin dependent kinase inhibitor 2A,0.533522972418605
EFO_0000519,glioblastoma multiforme,ENSG00000179295,PTPN11,protein tyrosine phosphatase non-receptor type 11,0.5125313180861406
EFO_0000519,glioblastoma multiforme,ENSG00000147883,CDKN2B,cyclin dependent kinase inhibitor 2B,0.48409217523652653
EFO_0000519,glioblastoma multiforme,ENSG00000163041,H3-3A,H3.3 histone A,0.4659408583581069
EFO_0000519,glioblastoma multiforme,ENSG00000101972,STAG2,STAG2 cohesin complex component,0.4655699634262509
EFO_0000519,glioblastoma multiforme,ENSG00000123080,CDKN2C,cyclin dependent kinase inhibitor 2C,0.4572518581028577
EFO_0000519,glioblastoma multiforme,ENSG00000286522,H3C2,H3 clustered histone 2,0.4464028026127441
EFO_0000519,glioblastoma multiforme,ENSG00000170836,PPM1D,"protein phosphatase, Mg2+/Mn2+ dependent 1D",0.44612523229611767
EFO_0000519,glioblastoma multiforme,ENSG00000169032,MAP2K1,mitogen-activated protein kinase kinase 1,0.4456995234266683
EFO_0000519,glioblastoma multiforme,ENSG00000126934,MAP2K2,mitogen-activated protein kinase kinase 2,0.44349582562164214
EFO_0000519,glioblastoma multiforme,ENSG00000115170,ACVR1,activin A receptor type 1,0.44217909158557134
EFO_0000519,glioblastoma multiforme,ENSG00000128052,KDR,kinase insert domain receptor,0.43950759114344523
EFO_0000519,glioblastoma multiforme,ENSG00000157404,KIT,"KIT proto-oncogene, receptor tyrosine kinase",0.43633943526485713
EFO_0000519,glioblastoma multiforme,ENSG00000117713,ARID1A,AT-rich interaction domain 1A,0.43464112201545463
EFO_0000519,glioblastoma multiforme,ENSG00000213281,NRAS,"NRAS proto-oncogene, GTPase",0.42519061429466515
EFO_0000519,glioblastoma multiforme,ENSG00000168702,LRP1B,LDL receptor related protein 1B,0.42119632357845616
EFO_0000519,glioblastoma multiforme,ENSG00000096968,JAK2,Janus kinase 2,0.4164923612312436
EFO_0000519,glioblastoma multiforme,ENSG00000051382,PIK3CB,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta",0.4160657329443147
EFO_0000519,glioblastoma multiforme,ENSG00000099949,LZTR1,leucine zipper like post translational regulator 1,0.41266302449609615
EFO_0000519,glioblastoma multiforme,ENSG00000113721,PDGFRB,platelet derived growth factor receptor beta,0.41173040326472865
EFO_0000519,glioblastoma multiforme,ENSG00000171094,ALK,ALK receptor tyrosine kinase,0.4086669835669048
EFO_0000519,glioblastoma multiforme,ENSG00000159216,RUNX1,RUNX family transcription factor 1,0.4074364664152474
EFO_0000519,glioblastoma multiforme,ENSG00000105976,MET,"MET proto-oncogene, receptor tyrosine kinase",0.40596218522828165
EFO_0000519,glioblastoma multiforme,ENSG00000083857,FAT1,FAT atypical cadherin 1,0.4046729727343042
EFO_0000519,glioblastoma multiforme,ENSG00000169083,AR,androgen receptor,0.40407502017420793
EFO_0000519,glioblastoma multiforme,ENSG00000184937,WT1,WT1 transcription factor,0.4034823827761991
EFO_0000519,glioblastoma multiforme,ENSG00000037280,FLT4,fms related receptor tyrosine kinase 4,0.40238271985315033
EFO_0000519,glioblastoma multiforme,ENSG00000100644,HIF1A,hypoxia inducible factor 1 subunit alpha,0.3991456877532732
EFO_0000519,glioblastoma multiforme,ENSG00000183337,BCOR,BCL6 corepressor,0.38918961175019456
EFO_0000519,glioblastoma multiforme,ENSG00000183765,CHEK2,checkpoint kinase 2,0.38109326398482585
EFO_0000519,glioblastoma multiforme,ENSG00000178568,ERBB4,erb-b2 receptor tyrosine kinase 4,0.380066244640579
EFO_0000519,glioblastoma multiforme,ENSG00000082898,XPO1,exportin 1,0.3763217230884075
EFO_0000519,glioblastoma multiforme,ENSG00000091831,ESR1,estrogen receptor 1,0.372363635811171
EFO_0000519,glioblastoma multiforme,ENSG00000163513,TGFBR2,transforming growth factor beta receptor 2,0.37158842367370487
EFO_0000519,glioblastoma multiforme,ENSG00000149311,ATM,ATM serine/threonine kinase,0.3714910322822282
EFO_0000519,glioblastoma multiforme,ENSG00000149948,HMGA2,high mobility group AT-hook 2,0.3697765362203088
EFO_0000519,glioblastoma multiforme,ENSG00000133124,IRS4,insulin receptor substrate 4,0.3695798546847018
EFO_0000519,glioblastoma multiforme,ENSG00000085276,MECOM,MDS1 and EVI1 complex locus,0.36954135678317207
EFO_0000519,glioblastoma multiforme,ENSG00000184384,MAML2,mastermind like transcriptional coactivator 2,0.3678661290602393
EFO_0000519,glioblastoma multiforme,ENSG00000138795,LEF1,lymphoid enhancer binding factor 1,0.36776770061182035
EFO_0000519,glioblastoma multiforme,ENSG00000157168,NRG1,neuregulin 1,0.3675964713363858
EFO_0000519,glioblastoma multiforme,ENSG00000181555,SETD2,"SET domain containing 2, histone lysine methyltransferase",0.3673756848163501
EFO_0000519,glioblastoma multiforme,ENSG00000151702,FLI1,"Fli-1 proto-oncogene, ETS transcription factor",0.36664178108922535
EFO_0000519,glioblastoma multiforme,ENSG00000139083,ETV6,ETS variant transcription factor 6,0.3655741736958087
EFO_0000519,glioblastoma multiforme,ENSG00000171735,CAMTA1,calmodulin binding transcription activator 1,0.36303093617289295
EFO_0000519,glioblastoma multiforme,ENSG00000104365,IKBKB,inhibitor of nuclear factor kappa B kinase subunit beta,0.3628359256662082
EFO_0000519,glioblastoma multiforme,ENSG00000109670,FBXW7,F-box and WD repeat domain containing 7,0.36262231438873305
EFO_0000519,glioblastoma multiforme,ENSG00000184634,MED12,mediator complex subunit 12,0.3620642015439771
EFO_0000519,glioblastoma multiforme,ENSG00000097007,ABL1,"ABL proto-oncogene 1, non-receptor tyrosine kinase",0.36076725447341573
EFO_0000519,glioblastoma multiforme,ENSG00000197157,SND1,staphylococcal nuclease and tudor domain containing 1,0.3607051988358469
EFO_0000519,glioblastoma multiforme,ENSG00000131759,RARA,retinoic acid receptor alpha,0.36000642415265566
EFO_0000519,glioblastoma multiforme,ENSG00000165025,SYK,spleen associated tyrosine kinase,0.3595986958358328
EFO_0000519,glioblastoma multiforme,ENSG00000164330,EBF1,EBF transcription factor 1,0.3592778162353657
EFO_0000519,glioblastoma multiforme,ENSG00000138376,BARD1,BRCA1 associated RING domain 1,0.3590621532399175
EFO_0000519,glioblastoma multiforme,ENSG00000068078,FGFR3,fibroblast growth factor receptor 3,0.3574568079047971
EFO_0000519,glioblastoma multiforme,ENSG00000137812,KNL1,kinetochore scaffold 1,0.3563512060219008
EFO_0000519,glioblastoma multiforme,ENSG00000112531,QKI,"QKI, KH domain containing RNA binding",0.3560554632697465
EFO_0000519,glioblastoma multiforme,ENSG00000070371,CLTCL1,clathrin heavy chain like 1,0.3556733422402751
EFO_0000519,glioblastoma multiforme,ENSG00000138448,ITGAV,integrin subunit alpha V,0.3551304665346503
EFO_0000519,glioblastoma multiforme,ENSG00000165699,TSC1,TSC complex subunit 1,0.35460573445992355
EFO_0000519,glioblastoma multiforme,ENSG00000196090,PTPRT,protein tyrosine phosphatase receptor type T,0.3545984903701891
