disease_id,disease_name,gene_id,gene_symbol,gene_name,association_score
EFO_0003777,heart disease,ENSG00000198786,MT-ND5,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5,0.8273515760939183
EFO_0003777,heart disease,ENSG00000173040,EVC2,EvC ciliary complex subunit 2,0.8252965549441124
EFO_0003777,heart disease,ENSG00000142611,PRDM16,PR/SET domain 16,0.8252089872152579
EFO_0003777,heart disease,ENSG00000123066,MED13L,mediator complex subunit 13L,0.8249882035005942
EFO_0003777,heart disease,ENSG00000198886,MT-ND4,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4,0.8239109161307655
EFO_0003777,heart disease,ENSG00000133818,RRAS2,RAS related 2,0.8229151225044703
EFO_0003777,heart disease,ENSG00000008196,TFAP2B,transcription factor AP-2 beta,0.8217848776277304
EFO_0003777,heart disease,ENSG00000175283,DOLK,dolichol kinase,0.8207340236873855
EFO_0003777,heart disease,ENSG00000138777,PPA2,inorganic pyrophosphatase 2,0.8195898645661632
EFO_0003777,heart disease,ENSG00000102119,EMD,emerin,0.8195432545862353
EFO_0003777,heart disease,ENSG00000102125,TAFAZZIN,"tafazzin, phospholipid-lysophospholipid transacylase",0.8188162244449717
EFO_0003777,heart disease,ENSG00000103241,FOXF1,forkhead box F1,0.817506751760091
EFO_0003777,heart disease,ENSG00000136383,ALPK3,alpha kinase 3,0.8169645239514547
EFO_0003777,heart disease,ENSG00000163069,SGCB,sarcoglycan beta,0.8167072578485484
EFO_0000612,myocardial infarction,ENSG00000164116,GUCY1A1,guanylate cyclase 1 soluble subunit alpha 1,0.691427004868306
EFO_0000612,myocardial infarction,ENSG00000169174,PCSK9,proprotein convertase subtilisin/kexin type 9,0.6900153063729019
EFO_0000612,myocardial infarction,ENSG00000043591,ADRB1,adrenoceptor beta 1,0.6251298122681085
EFO_0000612,myocardial infarction,ENSG00000169313,P2RY12,purinergic receptor P2Y12,0.6241410210318129
EFO_0000612,myocardial infarction,ENSG00000130164,LDLR,low density lipoprotein receptor,0.6230682884864034
EFO_0000612,myocardial infarction,ENSG00000188778,ADRB3,adrenoceptor beta 3,0.6192106767944234
EFO_0000612,myocardial infarction,ENSG00000144891,AGTR1,angiotensin II receptor type 1,0.6166259393967332
EFO_0000612,myocardial infarction,ENSG00000113161,HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase,0.6164520288491491
EFO_0000612,myocardial infarction,ENSG00000159640,ACE,angiotensin I converting enzyme,0.6144949767338873
EFO_0000612,myocardial infarction,ENSG00000169252,ADRB2,adrenoceptor beta 2,0.6108791237679772
EFO_0000612,myocardial infarction,ENSG00000104368,PLAT,"plasminogen activator, tissue type",0.6102772778023646
EFO_0000612,myocardial infarction,ENSG00000120907,ADRA1A,adrenoceptor alpha 1A,0.6092189801331681
EFO_0000612,myocardial infarction,ENSG00000171873,ADRA1D,adrenoceptor alpha 1D,0.6066976786839411
EFO_0000612,myocardial infarction,ENSG00000073756,PTGS2,prostaglandin-endoperoxide synthase 2,0.6062752516028421
EFO_0000612,myocardial infarction,ENSG00000170214,ADRA1B,adrenoceptor alpha 1B,0.6048322777057825
EFO_0000612,myocardial infarction,ENSG00000151623,NR3C2,nuclear receptor subfamily 3 group C member 2,0.6033048817808045
EFO_0000612,myocardial infarction,ENSG00000151067,CACNA1C,calcium voltage-gated channel subunit alpha1 C,0.5996198419572871
EFO_0000612,myocardial infarction,ENSG00000117601,SERPINC1,serpin family C member 1,0.5971630225656096
EFO_0000612,myocardial infarction,ENSG00000070915,SLC12A3,solute carrier family 12 member 3,0.5954680573430936
EFO_0000612,myocardial infarction,ENSG00000157388,CACNA1D,calcium voltage-gated channel subunit alpha1 D,0.5935908541048607
EFO_0000612,myocardial infarction,ENSG00000081248,CACNA1S,calcium voltage-gated channel subunit alpha1 S,0.5928516943954913
EFO_0000612,myocardial infarction,ENSG00000102001,CACNA1F,calcium voltage-gated channel subunit alpha1 F,0.5928516943954913
EFO_0000612,myocardial infarction,ENSG00000134243,SORT1,sortilin 1,0.5912395434250032
EFO_0000612,myocardial infarction,ENSG00000095303,PTGS1,prostaglandin-endoperoxide synthase 1,0.5902710488653279
EFO_0000612,myocardial infarction,ENSG00000130203,APOE,apolipoprotein E,0.5887037871198939
EFO_0000612,myocardial infarction,ENSG00000198670,LPA,lipoprotein(a),0.5785379045032499
EFO_0000612,myocardial infarction,ENSG00000143126,CELSR2,cadherin EGF LAG seven-pass G-type receptor 2,0.5735831512379983
EFO_0000612,myocardial infarction,ENSG00000061918,GUCY1B1,guanylate cyclase 1 soluble subunit beta 1,0.5711300334160185
EFO_0000612,myocardial infarction,ENSG00000259207,ITGB3,integrin subunit beta 3,0.5682797088327555
EFO_0000612,myocardial infarction,ENSG00000005961,ITGA2B,integrin subunit alpha 2b,0.5645717546667826
EFO_0000612,myocardial infarction,ENSG00000175445,LPL,lipoprotein lipase,0.5632112842284969
EFO_0000612,myocardial infarction,ENSG00000122194,PLG,plasminogen,0.5610682993811655
EFO_0000612,myocardial infarction,ENSG00000118526,TCF21,transcription factor 21,0.5575544441821462
EFO_0000612,myocardial infarction,ENSG00000140564,FURIN,"furin, paired basic amino acid cleaving enzyme",0.5557672883684257
EFO_0000612,myocardial infarction,ENSG00000107798,LIPA,"lipase A, lysosomal acid type",0.5507117925545618
EFO_0000612,myocardial infarction,ENSG00000182511,FES,"FES proto-oncogene, tyrosine kinase",0.5471491229841035
EFO_0000612,myocardial infarction,ENSG00000152402,GUCY1A2,guanylate cyclase 1 soluble subunit alpha 2,0.5391587751803382
EFO_0000612,myocardial infarction,ENSG00000084674,APOB,apolipoprotein B,0.5358121952396777
EFO_0000612,myocardial infarction,ENSG00000187498,COL4A1,collagen type IV alpha 1 chain,0.5352246005257699
EFO_0000612,myocardial infarction,ENSG00000181104,F2R,coagulation factor II thrombin receptor,0.534584914718991
EFO_0000612,myocardial infarction,ENSG00000151617,EDNRA,endothelin receptor type A,0.5310812316269857
EFO_0000612,myocardial infarction,ENSG00000091732,ZC3HC1,zinc finger C3HC-type containing 1,0.5292908781065363
EFO_0000612,myocardial infarction,ENSG00000167397,VKORC1,vitamin K epoxide reductase complex subunit 1,0.52430391611624
EFO_0000612,myocardial infarction,ENSG00000182218,HHIPL1,HHIP like 1,0.5237314678834668
EFO_0000612,myocardial infarction,ENSG00000134871,COL4A2,collagen type IV alpha 2 chain,0.5185480708463732
EFO_0000612,myocardial infarction,ENSG00000154305,MIA3,MIA SH3 domain ER export factor 3,0.5144977741332598
EFO_0000612,myocardial infarction,ENSG00000112137,PHACTR1,phosphatase and actin regulator 1,0.5122139898528693
EFO_0000612,myocardial infarction,ENSG00000149257,SERPINH1,serpin family H member 1,0.5089094464970947
EFO_0000612,myocardial infarction,ENSG00000111252,SH2B3,SH2B adaptor protein 3,0.49834321536732756
EFO_0000612,myocardial infarction,ENSG00000138675,FGF5,fibroblast growth factor 5,0.4891079292248868
EFO_0000612,myocardial infarction,ENSG00000070961,ATP2B1,ATPase plasma membrane Ca2+ transporting 1,0.48865074004282266
EFO_0000612,myocardial infarction,ENSG00000111245,MYL2,myosin light chain 2,0.48779395764778255
EFO_0000612,myocardial infarction,ENSG00000165757,JCAD,junctional cadherin 5 associated,0.4867524485533709
EFO_0000612,myocardial infarction,ENSG00000079308,TNS1,tensin 1,0.47966041227323075
EFO_0000612,myocardial infarction,ENSG00000136378,ADAMTS7,ADAM metallopeptidase with thrombospondin type 1 motif 7,0.47802061102028015
EFO_0000612,myocardial infarction,ENSG00000197635,DPP4,dipeptidyl peptidase 4,0.4755788593410818
EFO_0000612,myocardial infarction,ENSG00000162407,PLPP3,phospholipid phosphatase 3,0.4752812892340925
EFO_0000612,myocardial infarction,ENSG00000084093,REST,RE1 silencing transcription factor,0.47516532565312913
EFO_0000612,myocardial infarction,ENSG00000101000,PROCR,protein C receptor,0.47172598907977403
EFO_0000612,myocardial infarction,ENSG00000160712,IL6R,interleukin 6 receptor,0.46824033886278293
EFO_0000612,myocardial infarction,ENSG00000146477,SLC22A3,solute carrier family 22 member 3,0.46576176173071715
EFO_0000612,myocardial infarction,ENSG00000068305,MEF2A,myocyte enhancer factor 2A,0.4599584834509915
EFO_0000612,myocardial infarction,ENSG00000115414,FN1,fibronectin 1,0.45974624616073334
EFO_0000612,myocardial infarction,ENSG00000158186,MRAS,muscle RAS oncogene homolog,0.45840525207827365
EFO_0000612,myocardial infarction,ENSG00000167941,SOST,sclerostin,0.45146992564413807
EFO_0000612,myocardial infarction,ENSG00000134222,PSRC1,proline and serine rich coiled-coil 1,0.45099882183413065
EFO_0000612,myocardial infarction,ENSG00000197520,FAM177B,family with sequence similarity 177 member B,0.4436778396933518
EFO_0000612,myocardial infarction,ENSG00000147883,CDKN2B,cyclin dependent kinase inhibitor 2B,0.4383865096288283
EFO_0000612,myocardial infarction,ENSG00000166949,SMAD3,SMAD family member 3,0.4366727581140187
EFO_0000612,myocardial infarction,ENSG00000074803,SLC12A1,solute carrier family 12 member 1,0.4342563292545246
EFO_0000612,myocardial infarction,ENSG00000118655,DCLRE1B,DNA cross-link repair 1B,0.43182852574745595
EFO_0000612,myocardial infarction,ENSG00000135144,DTX1,deltex E3 ubiquitin ligase 1,0.4300125059210623
EFO_0000612,myocardial infarction,ENSG00000108219,TSPAN14,tetraspanin 14,0.42439275847219826
EFO_0000612,myocardial infarction,ENSG00000122861,PLAU,"plasminogen activator, urokinase",0.42294806933909523
EFO_0000612,myocardial infarction,ENSG00000073060,SCARB1,scavenger receptor class B member 1,0.4203095166568601
EFO_0000612,myocardial infarction,ENSG00000026652,AGPAT4,1-acylglycerol-3-phosphate O-acyltransferase 4,0.4199230735454514
EFO_0000612,myocardial infarction,ENSG00000157193,LRP8,LDL receptor related protein 8,0.41935626820822886
EFO_0000612,myocardial infarction,ENSG00000138380,CARF,calcium responsive transcription factor,0.4191754899100609
EFO_0000612,myocardial infarction,ENSG00000140675,SLC5A2,solute carrier family 5 member 2,0.41826297206219387
EFO_0000612,myocardial infarction,ENSG00000102755,FLT1,fms related receptor tyrosine kinase 1,0.41708848045130353
EFO_0000612,myocardial infarction,ENSG00000110243,APOA5,apolipoprotein A5,0.41660372645946075
EFO_0000612,myocardial infarction,ENSG00000111275,ALDH2,aldehyde dehydrogenase 2 family member,0.41208150588879133
EFO_0000612,myocardial infarction,ENSG00000135100,HNF1A,HNF1 homeobox A,0.41118682616710994
EFO_0000612,myocardial infarction,ENSG00000143921,ABCG8,ATP binding cassette subfamily G member 8,0.4102420135228813
EFO_0000612,myocardial infarction,ENSG00000109917,ZPR1,ZPR1 zinc finger,0.40952773731438996
EFO_0000612,myocardial infarction,ENSG00000059378,PARP12,poly(ADP-ribose) polymerase family member 12,0.40819299556116884
EFO_0000612,myocardial infarction,ENSG00000185787,MORF4L1,mortality factor 4 like 1,0.4081576580494385
EFO_0000612,myocardial infarction,ENSG00000139438,FAM222A,family with sequence similarity 222 member A,0.40739829983230247
EFO_0000612,myocardial infarction,ENSG00000112210,RAB23,"RAB23, member RAS oncogene family",0.406344570279678
EFO_0000612,myocardial infarction,ENSG00000164867,NOS3,nitric oxide synthase 3,0.4035489434279594
EFO_0000612,myocardial infarction,ENSG00000138448,ITGAV,integrin subunit alpha V,0.40314166804704654
EFO_0000612,myocardial infarction,ENSG00000198740,ZNF652,zinc finger protein 652,0.3974713507277054
EFO_0000612,myocardial infarction,ENSG00000137714,FDX1,ferredoxin 1,0.3957324252715818
EFO_0000612,myocardial infarction,ENSG00000170967,DDI1,DDI proteasomal shuttling factor 1,0.39120818673011537
EFO_0000612,myocardial infarction,ENSG00000115252,PDE1A,phosphodiesterase 1A,0.3901663459591872
EFO_0000612,myocardial infarction,ENSG00000261371,PECAM1,platelet and endothelial cell adhesion molecule 1,0.3884305065389396
EFO_0000612,myocardial infarction,ENSG00000126218,F10,coagulation factor X,0.38553483874665867
EFO_0000612,myocardial infarction,ENSG00000173334,TRIB1,tribbles pseudokinase 1,0.38518610143264576
EFO_0000612,myocardial infarction,ENSG00000133392,MYH11,myosin heavy chain 11,0.38409482000362977
EFO_0000612,myocardial infarction,ENSG00000180210,F2,"coagulation factor II, thrombin",0.38339267726033666
EFO_0000180,HIV-1 infection,ENSG00000160791,CCR5,C-C motif chemokine receptor 5,0.67792770178648
EFO_0000180,HIV-1 infection,ENSG00000160868,CYP3A4,cytochrome P450 family 3 subfamily A member 4,0.5921112630086154
EFO_0000180,HIV-1 infection,ENSG00000106258,CYP3A5,cytochrome P450 family 3 subfamily A member 5,0.5921112630086154
EFO_0000180,HIV-1 infection,ENSG00000160870,CYP3A7,cytochrome P450 family 3 subfamily A member 7,0.5921112630086154
EFO_0000180,HIV-1 infection,ENSG00000021461,CYP3A43,cytochrome P450 family 3 subfamily A member 43,0.5921112630086154
EFO_0000180,HIV-1 infection,ENSG00000010610,CD4,CD4 molecule,0.5192257470481995
EFO_0000180,HIV-1 infection,ENSG00000164342,TLR3,toll like receptor 3,0.39841373829072785
EFO_0000180,HIV-1 infection,ENSG00000121807,CCR2,C-C motif chemokine receptor 2,0.3967448052234313
EFO_0000180,HIV-1 infection,ENSG00000111537,IFNG,interferon gamma,0.38097625233669935
EFO_0000180,HIV-1 infection,ENSG00000108691,CCL2,C-C motif chemokine ligand 2,0.3800175928284981
EFO_0000180,HIV-1 infection,ENSG00000107562,CXCL12,C-X-C motif chemokine ligand 12,0.3675509850165065
EFO_0000180,HIV-1 infection,ENSG00000101162,TUBB1,tubulin beta 1 class VI,0.32430632248582586
EFO_0000180,HIV-1 infection,ENSG00000137267,TUBB2A,tubulin beta 2A class IIa,0.32430632248582586
EFO_0000180,HIV-1 infection,ENSG00000104833,TUBB4A,tubulin beta 4A class IVa,0.3233823728491141
EFO_0000180,HIV-1 infection,ENSG00000123416,TUBA1B,tubulin alpha 1b,0.3233823728491141
EFO_0000180,HIV-1 infection,ENSG00000137285,TUBB2B,tubulin beta 2B class IIb,0.3233823728491141
EFO_0000180,HIV-1 infection,ENSG00000198033,TUBA3C,tubulin alpha 3c,0.3233823728491141
EFO_0000180,HIV-1 infection,ENSG00000127824,TUBA4A,tubulin alpha 4a,0.3233823728491141
EFO_0000180,HIV-1 infection,ENSG00000261456,TUBB8,tubulin beta 8 class VIII,0.3233823728491141
EFO_0000180,HIV-1 infection,ENSG00000188229,TUBB4B,tubulin beta 4B class IVb,0.3233823728491141
EFO_0000180,HIV-1 infection,ENSG00000167553,TUBA1C,tubulin alpha 1c,0.3233823728491141
EFO_0000180,HIV-1 infection,ENSG00000196230,TUBB,tubulin beta class I,0.3233823728491141
EFO_0000180,HIV-1 infection,ENSG00000258947,TUBB3,tubulin beta 3 class III,0.3233823728491141
EFO_0000180,HIV-1 infection,ENSG00000152086,TUBA3E,tubulin alpha 3e,0.3233823728491141
EFO_0000180,HIV-1 infection,ENSG00000167552,TUBA1A,tubulin alpha 1a,0.3233823728491141
EFO_0000180,HIV-1 infection,ENSG00000176014,TUBB6,tubulin beta 6 class V,0.3233823728491141
EFO_0000180,HIV-1 infection,ENSG00000121797,CCRL2,C-C motif chemokine receptor like 2,0.3230470585117621
EFO_0000180,HIV-1 infection,ENSG00000113161,HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase,0.2921554416550254
EFO_0000180,HIV-1 infection,ENSG00000077097,TOP2B,DNA topoisomerase II beta,0.25962984791600296
EFO_0000180,HIV-1 infection,ENSG00000131747,TOP2A,DNA topoisomerase II alpha,0.25962984791600296
EFO_0000180,HIV-1 infection,ENSG00000090659,CD209,CD209 molecule,0.23834542906339617
EFO_0000180,HIV-1 infection,ENSG00000168329,CX3CR1,C-X3-C motif chemokine receptor 1,0.215055764615739
EFO_0000180,HIV-1 infection,ENSG00000163464,CXCR1,C-X-C motif chemokine receptor 1,0.16774711214025717
EFO_0000180,HIV-1 infection,ENSG00000153201,RANBP2,RAN binding protein 2,0.15957048523372383
EFO_0000180,HIV-1 infection,ENSG00000077238,IL4R,interleukin 4 receptor,0.150041721421683
EFO_0000180,HIV-1 infection,ENSG00000030066,NUP160,nucleoporin 160,0.1499108285564822
EFO_0000180,HIV-1 infection,ENSG00000136634,IL10,interleukin 10,0.13793380614983486
EFO_0000180,HIV-1 infection,ENSG00000142224,IL19,interleukin 19,0.12140698226392455
EFO_0000180,HIV-1 infection,ENSG00000111605,CPSF6,cleavage and polyadenylation specific factor 6,0.11541324944700165
EFO_0000180,HIV-1 infection,ENSG00000101347,SAMHD1,SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1,0.11380645024832592
EFO_0000180,HIV-1 infection,ENSG00000153563,CD8A,CD8 subunit alpha,0.1108458281065633
EFO_0000180,HIV-1 infection,ENSG00000196664,TLR7,toll like receptor 7,0.10999753569897176
EFO_0000180,HIV-1 infection,ENSG00000197919,IFNA1,interferon alpha 1,0.10698000888886897
EFO_0000180,HIV-1 infection,ENSG00000073756,PTGS2,prostaglandin-endoperoxide synthase 2,0.10211070003145377
EFO_0000180,HIV-1 infection,ENSG00000082175,PGR,progesterone receptor,0.09741550063095977
EFO_0000180,HIV-1 infection,ENSG00000100242,SUN2,Sad1 and UNC84 domain containing 2,0.09509830039488679
EFO_0000180,HIV-1 infection,ENSG00000167005,NUDT21,nudix hydrolase 21,0.09488860107958971
EFO_0000180,HIV-1 infection,ENSG00000105355,PLIN3,perilipin 3,0.09411966965970406
EFO_0000180,HIV-1 infection,ENSG00000095303,PTGS1,prostaglandin-endoperoxide synthase 1,0.0933189133078872
EFO_0000180,HIV-1 infection,ENSG00000164828,SUN1,Sad1 and UNC84 domain containing 1,0.09254895527729406
EFO_0000180,HIV-1 infection,ENSG00000183486,MX2,MX dynamin like GTPase 2,0.08907513401207126
EFO_0000180,HIV-1 infection,ENSG00000139626,ITGB7,integrin subunit beta 7,0.08814479534230138
EFO_0000180,HIV-1 infection,ENSG00000115232,ITGA4,integrin subunit alpha 4,0.08777521548761667
EFO_0000180,HIV-1 infection,ENSG00000100644,HIF1A,hypoxia inducible factor 1 subunit alpha,0.08637385733606114
EFO_0000180,HIV-1 infection,ENSG00000121966,CXCR4,C-X-C motif chemokine receptor 4,0.08576725371995587
EFO_0000180,HIV-1 infection,ENSG00000135077,HAVCR2,hepatitis A virus cellular receptor 2,0.08567126159641793
EFO_0000180,HIV-1 infection,ENSG00000105329,TGFB1,transforming growth factor beta 1,0.08546230560889694
EFO_0000180,HIV-1 infection,ENSG00000265681,RPL17,ribosomal protein L17,0.08541420139650288
EFO_0000180,HIV-1 infection,ENSG00000204632,HLA-G,"major histocompatibility complex, class I, G",0.08458429351168494
EFO_0000180,HIV-1 infection,ENSG00000164733,CTSB,cathepsin B,0.0845491940005022
EFO_0000180,HIV-1 infection,ENSG00000188379,IFNA2,interferon alpha 2,0.08421379817195211
EFO_0000180,HIV-1 infection,ENSG00000101336,HCK,"HCK proto-oncogene, Src family tyrosine kinase",0.0841641123241349
EFO_0000180,HIV-1 infection,ENSG00000138684,IL21,interleukin 21,0.08406839401172145
EFO_0000180,HIV-1 infection,ENSG00000094631,HDAC6,histone deacetylase 6,0.08399825473037613
EFO_0000180,HIV-1 infection,ENSG00000234829,IFNA17,interferon alpha 17,0.0839888112264949
EFO_0000180,HIV-1 infection,ENSG00000164985,PSIP1,PC4 and SRSF1 interacting protein 1,0.0830612080363193
EFO_0000180,HIV-1 infection,ENSG00000168961,LGALS9,galectin 9,0.08301942871225695
EFO_0000180,HIV-1 infection,ENSG00000130303,BST2,bone marrow stromal cell antigen 2,0.08285484018063302
EFO_0000180,HIV-1 infection,ENSG00000174059,CD34,CD34 molecule,0.08215562019698104
EFO_0000180,HIV-1 infection,ENSG00000197635,DPP4,dipeptidyl peptidase 4,0.08178060542323247
EFO_0000180,HIV-1 infection,ENSG00000004468,CD38,CD38 molecule,0.0808910267438824
EFO_0000180,HIV-1 infection,ENSG00000145335,SNCA,synuclein alpha,0.08057031015867626
EFO_0000180,HIV-1 infection,ENSG00000120217,CD274,CD274 molecule,0.08042396909724113
EFO_0000180,HIV-1 infection,ENSG00000181847,TIGIT,T cell immunoreceptor with Ig and ITIM domains,0.07969808690545029
EFO_0000180,HIV-1 infection,ENSG00000116478,HDAC1,histone deacetylase 1,0.07939550558799477
EFO_0000180,HIV-1 infection,ENSG00000175591,P2RY2,purinergic receptor P2Y2,0.07932992575814427
EFO_0000180,HIV-1 infection,ENSG00000105483,CARD8,caspase recruitment domain family member 8,0.07913193294970412
EFO_0000180,HIV-1 infection,ENSG00000142166,IFNAR1,interferon alpha and beta receptor subunit 1,0.07851671034067112
EFO_0000180,HIV-1 infection,ENSG00000171720,HDAC3,histone deacetylase 3,0.07834579613961949
EFO_0000180,HIV-1 infection,ENSG00000197122,SRC,"SRC proto-oncogene, non-receptor tyrosine kinase",0.07831550798106367
EFO_0000180,HIV-1 infection,ENSG00000196591,HDAC2,histone deacetylase 2,0.07820720369411271
EFO_0000180,HIV-1 infection,ENSG00000100614,PPM1A,"protein phosphatase, Mg2+/Mn2+ dependent 1A",0.07762203559086198
EFO_0000180,HIV-1 infection,ENSG00000097007,ABL1,"ABL proto-oncogene 1, non-receptor tyrosine kinase",0.07733458459277386
EFO_0000180,HIV-1 infection,ENSG00000145041,DCAF1,DDB1 and CUL4 associated factor 1,0.07693306367684587
EFO_0000180,HIV-1 infection,ENSG00000182866,LCK,"LCK proto-oncogene, Src family tyrosine kinase",0.07689124275875833
EFO_0000180,HIV-1 infection,ENSG00000065427,KARS1,lysyl-tRNA synthetase 1,0.07678749117602637
EFO_0000180,HIV-1 infection,ENSG00000186716,BCR,BCR activator of RhoGEF and GTPase,0.07613540062539274
EFO_0000180,HIV-1 infection,ENSG00000165527,ARF6,ARF GTPase 6,0.07607965566397777
EFO_0000180,HIV-1 infection,ENSG00000159110,IFNAR2,interferon alpha and beta receptor subunit 2,0.07543828062449372
EFO_0000180,HIV-1 infection,ENSG00000010810,FYN,"FYN proto-oncogene, Src family tyrosine kinase",0.07507090798283006
EFO_0000180,HIV-1 infection,ENSG00000148180,GSN,gelsolin,0.07490151721609957
EFO_0000180,HIV-1 infection,ENSG00000232810,TNF,tumor necrosis factor,0.07484953656702889
EFO_0000180,HIV-1 infection,ENSG00000131759,RARA,retinoic acid receptor alpha,0.07483992057365212
EFO_0000180,HIV-1 infection,ENSG00000091831,ESR1,estrogen receptor 1,0.07483992057365212
EFO_0000180,HIV-1 infection,ENSG00000157404,KIT,"KIT proto-oncogene, receptor tyrosine kinase",0.07447034071896741
EFO_0000180,HIV-1 infection,ENSG00000136573,BLK,"BLK proto-oncogene, Src family tyrosine kinase",0.07391597093694036
EFO_0000180,HIV-1 infection,ENSG00000144891,AGTR1,angiotensin II receptor type 1,0.07391597093694036
EFO_0000180,HIV-1 infection,ENSG00000176105,YES1,"YES proto-oncogene 1, Src family tyrosine kinase",0.07391597093694036
EFO_0000180,HIV-1 infection,ENSG00000254087,LYN,"LYN proto-oncogene, Src family tyrosine kinase",0.07391597093694036
EFO_0000180,HIV-1 infection,ENSG00000077092,RARB,retinoic acid receptor beta,0.07391597093694036
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000107485,GATA3,GATA binding protein 3,0.5668727328212855
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000177455,CD19,CD19 molecule,0.557991233355269
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000185811,IKZF1,IKAROS family zinc finger 1,0.5489965167815758
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000147889,CDKN2A,cyclin dependent kinase inhibitor 2A,0.518242269053391
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000198851,CD3E,CD3 epsilon subunit of T-cell receptor complex,0.4991700624760392
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000157554,ERG,ETS transcription factor ERG,0.49893435683131643
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000160654,CD3G,CD3 gamma subunit of T-cell receptor complex,0.49852329773034093
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000167286,CD3D,CD3 delta subunit of T-cell receptor complex,0.49852329773034093
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000150347,ARID5B,AT-rich interaction domain 5B,0.4812052409959467
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000150867,PIP4K2A,phosphatidylinositol-5-phosphate 4-kinase type 2 alpha,0.44016880397445074
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000030110,BAK1,BCL2 antagonist/killer 1,0.422164661256712
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000071564,TCF3,transcription factor 3,0.4181645898663928
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000012124,CD22,CD22 molecule,0.4038856933523727
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000147883,CDKN2B,cyclin dependent kinase inhibitor 2B,0.4002267690786111
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000132436,FIGNL1,fidgetin like 1,0.39691676328600933
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000118513,MYB,"MYB proto-oncogene, transcription factor",0.38453703783175414
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000118058,KMT2A,lysine methyltransferase 2A,0.3748470978809451
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000097007,ABL1,"ABL proto-oncogene 1, non-receptor tyrosine kinase",0.3747053369440564
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000159216,RUNX1,RUNX family transcription factor 1,0.37468669722582276
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000186716,BCR,BCR activator of RhoGEF and GTPase,0.37388988382158284
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000172493,AFF1,ALF transcription elongation factor 1,0.37387428675425627
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000139083,ETV6,ETS variant transcription factor 6,0.373057557661747
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000196092,PAX5,paired box 5,0.37302139443919924
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000185630,PBX1,PBX homeobox 1,0.37285687674043344
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000005339,CREBBP,CREB binding lysine acetyltransferase ,0.3720745187038235
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000179295,PTPN11,protein tyrosine phosphatase non-receptor type 11,0.3718337753502389
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000171843,MLLT3,MLLT3 super elongation complex subunit,0.3714277539581253
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000078403,MLLT10,MLLT10 histone lysine methyltransferase DOT1L cofactor,0.3714277539581253
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000213281,NRAS,"NRAS proto-oncogene, GTPase",0.37026768385869835
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000130382,MLLT1,MLLT1 super elongation complex subunit,0.37013422446672883
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000085832,EPS15,epidermal growth factor receptor pathway substrate 15,0.3695798546847018
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000076685,NT5C2,"5'-nucleotidase, cytosolic II",0.3695798546847018
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000130876,SLC7A10,solute carrier family 7 member 10,0.3693985586815952
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000223601,EBLN1,endogenous Bornavirus like nucleoprotein 1,0.35282571740478547
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000107902,LHPP,phospholysine phosphohistidine inorganic pyrophosphate phosphatase,0.3463134106806807
EFO_0000094,B-cell acute lymphoblastic leukemia,ENSG00000125347,IRF1,interferon regulatory factor 1,0.3438386391605108
